patent,asgseq,asgtype,assignee,City,State,Country,zip,generated_sort
08344886,,02,"Amtech Systems, LLC",Albuquerque,NM,US,,1
08344887,,02,"Central Technology, Inc.",Avon,IN,US,,1
08344888,,03,"Semiconductor Energy Laboratory Co., Ltd.","Atsugi-shi, Kanagawa-ken",,JP,,1
08344889,,02,"Solstice Medical, LLC","Fort Wayne",IN,US,,1
08344890,,02,"Neology, Inc.",Poway,CA,US,,1
08344891,,02,"Checkpoint Systems, Inc.",Thorofare,NJ,US,,1
08344892,,02,"Xerox Corporation",Norwalk,CT,US,,1
08344894,,02,"GM Global Technology Operations LLC",Detroit,MI,US,,1
08344895,,03,"Keyence Corporation",Osaka,,JP,,1
08344896,,03,"Nestec S.A.",Vevey,,CH,,1
08344897,,02,"AGCO Corporation",Duluth,GA,US,,1
08344899,,02,"Physio-Control, Inc.",Redmond,WA,US,,1
08344900,,02,"CommScope, Inc. of North Carolina",Hickory,NC,US,,1
08344901,,03,"Research In Motion Limited",Waterloo,,CA,,1
08344902,,04,,Cupertino,CA,US,,1
08344903,,03,"Nippon Seiki Co., Ltd.",Niigata,,JP,,1
08344904,,03,"Zenith Oilfield Technology Limited",Inverurie,,GB,,1
08344905,,02,"Intelliserv, LLC",Houston,TX,US,,1
08344906,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08344907,,02,"SRR Patent Holdings, LLC",Cheyenne,WY,US,,1
08344908,,02,"Global Traffic Technologies, LLC","St. Paul",MN,US,,1
08344909,,02,"Siemens Industry, Inc.",Alpharetta,GA,US,,1
08344910,,02,"The Boeing Company",Chicago,IL,US,,1
08344911,,02,"Rockwell Collins, Inc.","Cedar Rapids",IA,US,,1
08344912,,02,"The Boeing Company",Chicago,IL,US,,1
08344913,,03,"Continental Teves AG & Co. oHG",,,DE,,1
08344915,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08344916,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08344917,,02,"Sharp Laboratories of America, Inc.",Camas,WA,US,,1
08344918,,03,"STMicroelectronics SA",Montrouge,,FR,,1
08344919,,03,"Industrial Technology Research Institute",Chutung,,TW,,1
08344920,,03,"Hittite Microwave Norway AS",Tiller,,NO,,1
08344921,,03,"Mediatek Inc.","Science-Based Industrial Park, Hsin-Chu",,TW,,1
08344922,,02,"Crest Semiconductors, Inc.","San Jose",CA,US,,1
08344923,,02,"Rockwell Collins, Inc.","Cedar Rapids",IA,US,,1
08344924,,02,"Analog Devices, Inc.",Norwood,MA,US,,1
08344925,,02,"Cadence Design Systems, Inc.","San Jose",CA,US,,1
08344926,,03,"Societe Francaise de Detecteurs Infrarouges-Sofradir","Chatenay Malabry",,FR,,1
08344927,,03,"Electronics and Telecommunications Research Institute",Daejeon,,KR,,1
08344928,,03,"STMicroelectronics Asia Pacific PTE Ltd.",Singapore,,SG,,1
08344929,,03,"DENSO CORPORATION",Kariya,,JP,,1
08344930,,03,"Himax Technologies Limited","Fonghua Village, Xinshi Dist., Tainan",,TW,,1
08344931,,03,"University of Macau",Macau,,CN,,1
08344932,,03,"Emtrek Technologies Corporation","Taoyuan County",,TW,,1
08344933,,02,"Rockwell Collins, Inc.","Cedar Rapids",IA,US,,1
08344934,,02,"Northrop Grumman Systems Corporation","Falls Church",VA,US,,1
08344935,,02,"Rockwell Collins, Inc.","Cedar Rapids",IA,US,,1
08344936,,02,"Aviation Communication & Surveillance Systems LLC",Phoenix,AZ,US,,1
08344937,,02,"Raytheon Company",Waltham,MA,US,,1
08344938,,03,"Thales Nederland B.V.","GD Hengelo",,NL,,1
08344939,,03,"Robert Bosch GmbH",Stuttgart,,DE,,1
08344940,,03,"Mando Corporation",Gyeonggi-Do,,KR,,1
08344941,,02,"Honeywell International Inc.",Morristown,NJ,US,,1
08344942,,02,"Raytheon Company",Waltham,MA,US,,1
08344943,,02,"Physical Domains, LLC",Glendale,CA,US,,1
08344944,,02,"Raytheon Company",Waltham,MA,US,,1
08344945,,03,"Astrium Limited",Hertfordshire,,GB,,1
08344946,,02,"Raytheon Company",Waltham,MA,US,,1
08344947,,03,"Cellguide Ltd.",Rehovot,,IL,,1
08344948,,03,"Xsens Holding B.V.",Enschede,,NL,,1
08344949,,02,"Golba LLC","Rancho Palos Verdes",CA,US,,1
08344950,,03,"Silitek Electronic (Guangzhou) Co., Ltd.",Guangzhou,,CN,,1
08344950,,03,"Lite-On Technology Corporation",Taipei,,TW,,2
08344951,,03,"Hynix Semiconductor Inc.",Icheon-Si,,KR,,1
08344952,,03,"LG Electronics Inc.",Seoul,,KR,,1
08344953,,02,"Meru Networks",Sunnyvale,CA,US,,1
08344954,,03,"Arcadyan Technology Corporation",Hsinchu,,TW,,1
08344955,,03,"Nokia Corporation",Espoo,,FI,,1
08344956,,02,"SkyCross, Inc.",Viera,FL,US,,1
08344957,,03,"Funai Electric Co., Ltd.",Daito-shi,,JP,,1
08344958,,03,"Smart Packaging Solutions (SPS)",Rousset,,FR,,1
08344959,,03,"Nokia Corporation",Espoo,,FI,,1
08344960,,03,"Wistron Corporation","Xizhi Dist., New Taipei",,TW,,1
08344961,,02,"Rockwell Collins, Inc.","Cedar Rapids",IA,US,,1
08344962,,03,"Nokia Corporation",Espoo,,FI,,1
08344964,,03,"Asahi Glass Company, Limited",Tokyo,,JP,,1
08344965,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08344966,,02,"Abbott Diabetes Care Inc.",Alameda,CA,US,,1
08344967,,03,"LG Electronics Inc.",Seoul,,KR,,1
08344968,,03,"LG Electronics Inc.",Seoul,,KR,,1
08344969,,03,"Samsung Display Co., Ltd.","Yongin, Gyeonggi-Do",,KR,,1
08344970,,03,"Koninklijke Philips Electronics N.V.",Eindhoven,,NL,,1
08344971,,03,"Sony Corporation",Tokyo,,JP,,1
08344972,,03,"Semiconductor Energy Laboratory Co., Ltd.",,,JP,,1
08344973,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08344974,,03,"LG Display Co. Ltd.",Seoul,,KR,,1
08344975,,03,"Panasonic Corporation",Osaka,,JP,,1
08344976,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08344977,,03,"Samsung Display Co., Ltd.",,,KR,,1
08344978,,03,"LG Electronics Inc.",Seoul,,KR,,1
08344979,,03,"Chunghwa Picture Tubes., Ltd.",Taoyuan,,TW,,1
08344980,,02,"OmniVision Technologies, Inc.","Santa Clara",CA,US,,1
08344981,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08344982,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08344983,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08344984,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08344985,,03,"Innocom Technology (Shenzhen) Co., Ltd.",Shenzhen,,CN,,1
08344985,,03,"Chimei Innolux Corporation","Miaoli County",,TW,,2
08344986,,03,"Samsung Electronics Co., Ltd.","Suwon-Si, Gyeonggi-Do",,KR,,1
08344987,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08344988,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08344989,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08344990,,03,"AU Optronics Corp.",Hsin-Chu,,TW,,1
08344991,,03,"Samsung Display Co., Ltd.","Yongin, Gyeonggi-Do",,KR,,1
08344992,,03,"Semiconductor Energy Laboratory Co., Ltd.",,,JP,,1
08344993,,03,"Stanley Electric Co., Ltd.",Tokyo,,JP,,1
08344994,,02,"General Electric Company",Schenectady,NY,US,,1
08344995,,03,"LG Electronics Inc.",Seoul,,KR,,1
08344996,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08344997,,02,"QUALCOMM MEMS Technologies, Inc.","San Diego",CA,US,,1
08344998,,02,"WIMM Labs, Inc.","Los Altos",CA,US,,1
08344999,,07,"Electronics and Telecommunications Research Institute",Daejeon,,KR,,1
08345000,,03,"Nintendo Co., Ltd.",Kyoto,,JP,,1
08345001,,03,"Sony Computer Entertainment Inc.",Tokyo,,JP,,1
08345002,,03,"PixArt Imaging Inc.",Hsin-Chu,,TW,,1
08345003,,02,"Cypress Semiconductor Corporation","San Jose",,unknown,,1
08345004,,02,Pixar,Emeryville,CA,US,,1
08345005,,03,"Guillemot Corporation S.A.","Cantepie Cedex",,FR,,1
08345007,,05,,Kobe,,JP,,1
08345008,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08345009,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345010,,02,"The Chamberlain Group, Inc.",Elmhurst,IL,US,,1
08345011,,03,"Getac Technology Corporation",Hsinchu,,TW,,1
08345012,,02,"UTC Fire & Security Americas Corporation, Inc.",Bradenton,FL,US,,1
08345013,,02,"Immersion Corporation","San Jose",CA,US,,1
08345014,,04,,Belmont,CA,US,,1
08345015,,03,"Ident Technology AG",Wessling,,DE,,1
08345016,,03,"Sony Corporation",Tokyo,,JP,,1
08345017,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345018,,03,"Koninklijke Philips Electronics N.V.",Eindhoven,,NL,,1
08345019,,02,"Elo Touch Solutions, Inc.","Menlo Park",CA,US,,1
08345020,,03,"Samsung Display Co., Ltd.","Giheung-Gu, Yongin, Gyeonggi-Do",,KR,,1
08345021,,03,"Samsung Display Co., Ltd.",Yongin-si,,KR,,1
08345022,,03,"Getac Technology Corporation",Hsinchu,,TW,,1
08345023,,02,"Motion Computing, Inc.",Austin,TX,US,,1
08345024,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08345025,,02,"Dell Products, LP","Round Rock",TX,US,,1
08345026,,03,"Samsung Display Co., Ltd.","Yongin, Gyeonggi-Do",,KR,,1
08345027,,03,"Sony Corporation",Tokyo,,JP,,1
08345028,,03,"Raydium Semiconductor Corporation","Hsinchu County",,TW,,1
08345029,,03,"SANYO Electric Co., Ltd.",Moriguchi-Shi,,JP,,1
08345030,,02,"QUALCOMM MEMS Technologies, Inc.","San Diego",CA,US,,1
08345031,,03,"Sony Corporation",Tokyo,,JP,,1
08345032,,03,"Sony Corporation",Tokyo,,JP,,1
08345033,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08345034,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08345035,,03,"Innocom Technology (Shenzhen) Co., Ltd.",Shenzhen,,CN,,1
08345035,,03,"Chimei Innolux Corporation","Miao-Li County",,TW,,2
08345036,,03,"NEC Corporation",Tokyo,,JP,,1
08345037,,03,"Innocom Technology (Shenzhen) Co., Ltd.",Shenzhen,,CN,,1
08345037,,03,"Chimei Innolux Corporation","Miaoli County",,TW,,2
08345038,,02,"Sharp Laboratories of America, Inc.",Camas,WA,US,,1
08345039,,03,"Samsung Display Co., Ltd.","Giheung-Gu, Yongin, Gyeonggi-Do",,KR,,1
08345040,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345041,,03,"Samsung Display Co., Ltd.",Yongin,,KR,,1
08345042,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08345043,,02,"Autodesk, Inc.","San Rafael",CA,US,,1
08345044,,02,"Disney Enterprises, Inc.",Burbank,CA,US,,1
08345045,,02,"Microsoft Corporation",Redmond,WA,US,,1
08345046,,03,"Trapcode AB",,,SE,,1
08345047,,02,"Deere & Company",Moline,IL,US,,1
08345048,,03,"1st Holdings, Inc.",Tokyo,,JP,,1
08345048,,03,"Four-Clue Inc.",Tokyo,,JP,,2
08345049,,02,"International Business Machine Corporation",Armonk,NY,US,,1
08345050,,02,"EPL Holdings, LLC","Palo Alto",CA,US,,1
08345051,,03,"Arm Norway AS",Trondheim,,NO,,1
08345052,,02,"NVIDIA Corporation","Santa Clara",CA,US,,1
08345053,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08345054,,03,"France Telecom",Paris,,FR,,1
08345055,,03,"Princeton Technology Corporation","Hsin Tien, Taipei County",,TW,,1
08345056,,02,"AUTODESK, Inc","San Rafael",CA,US,,1
08345057,,02,"Eastman Kodak Company",Rochester,NY,US,,1
08345058,,03,"Fujitsu Semiconductor Limited",Yokohama,,JP,,1
08345059,,02,"Intel Corporation","Santa Clara",CA,US,,1
08345060,,02,"Verisign, Inc.",Reston,VA,US,,1
08345061,,02,"Sprint Communications Company L.P.","Overland Park",KS,US,,1
08345062,,03,"Sony Corporation",Tokyo,,JP,,1
08345062,,02,"Sony Electronics Inc.","Park Ridge",NJ,US,,2
08345063,,02,"Advanced Micro Devices, Inc.",Sunnyvale,CA,US,,1
08345064,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08345065,,02,"Broadcom Corporation",Irvine,CA,US,,1
08345066,,03,"Siemens Aktiengesellschaft",München,,DE,,1
08345067,,02,"Regents of the University of Minnesota",Minneapolis,MN,US,,1
08345067,,02,"Medtronic, Inc.",Minneapolis,MN,US,,2
08345068,,02,"Amazon Technologies, Inc.",Reno,NV,US,,1
08345069,,03,"Sony Corporation",Tokyo,,JP,,1
08345070,,03,"Himax Media Solutions, Inc.","Sinshih Township, Tainan County",,TW,,1
08345071,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345072,,03,"Renesas Electronics Corporation",Kanagawa,,JP,,1
08345073,,02,"Amazon Technologies, Inc.",Reno,NV,US,,1
08345074,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08345075,,02,"Eastman Kodak Company",Rochester,NY,US,,1
08345076,,03,"Advanced Track and Trace",Rueil-Malmaison,,FR,,1
08345077,,03,"Ricoh Company, Limited",Tokyo,,JP,,1
08345078,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08345079,,02,"Tatung Company of America, Inc.","Long Beach",CA,US,,1
08345080,,03,"Innowireless Co., Ltd.",Seongnam-si,,KR,,1
08345081,,02,"AT&T Intellectual Property I, LP",Atlanta,GA,US,,1
08345082,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08345083,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08345084,,03,"Olympus Medical Systems Corp.",Tokyo,,JP,,1
08345085,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08345086,,03,"Sony Corporation",Tokyo,,JP,,1
08345087,,02,"Parellel Consulting Limited Liability Company",Dover,DE,US,,1
08345088,,03,"AU Optronics Corporation",Hsin-Chu,,TW,,1
08345089,,03,"Olympus Medical Systems Corp.",,,JP,,1
08345090,,03,"Olympus Corporation",Tokyo,,JP,,1
08345091,,03,"Olympus Medical Systems Corp.",Tokyo,,JP,,1
08345092,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08345093,,03,"Olympus Corporation",Tokyo,,JP,,1
08345094,,03,"Quebec Inc. (C-Tec)","Laval, Quebec",,unknown,,1
08345095,,03,"Nissan Motor Co., Ltd.",Yokohama-shi,,JP,,1
08345096,,03,"Stanley Electric Co., Ltd.",Tokyo,,JP,,1
08345097,,02,"Harris Corporation",Melbourne,FL,US,,1
08345098,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08345099,,02,ENSCO,"Falls Church",VA,US,,1
08345100,,02,"GM Global Technology Operations LLC",Dearborn,MI,US,,1
08345101,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08345102,,02,"Futurewei Technologies, Inc.",Plano,TX,US,,1
08345103,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08345104,,03,"Hong Fu Jin Precision Industry (ShenZhen) Co., Ltd.",Shenzhen,,CN,,1
08345104,,03,"Hon Hai Precision Industry Co., Ltd.","New Taipei",,TW,,2
08345105,,03,"Sony Corporation",Tokyo,,JP,,1
08345105,,02,"Sony Electronics Inc.","Park Ridge",NJ,US,,2
08345106,,02,"Microsoft Corporation",Redmond,WA,US,,1
08345107,,03,"Panasonic Corporation",Osaka,,JP,,1
08345108,,03,"Sony Corporation",,,JP,,1
08345109,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08345110,,03,"Casio Computer Co., Ltd.",Tokyo,,JP,,1
08345111,,03,"Konica Minolta Opto, Inc.",Tokyo,,JP,,1
08345112,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345113,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345114,,03,"DigitalOptics Corporation Europe Limited",Galway,,IE,,1
08345115,,02,"The Boeing Company",Chicago,IL,US,,1
08345116,,03,"Nikon Corporation",Tokyo,,JP,,1
08345117,,02,"Hand Held Products, Inc.","Skaneateles Falls",NY,US,,1
08345118,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08345119,,03,"Casio Computer Co., Ltd.",Tokyo,,JP,,1
08345120,,03,"Nikon Corporation",Tokyo,,JP,,1
08345121,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08345122,,03,"Nikon Corporation",Tokyo,,JP,,1
08345123,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345124,,03,"SANYO Electric Co., Ltd.",Moriguchi-Shi,,JP,,1
08345125,,03,"Aptina Imaging Corporation","George Town, Grand Cayman",,KY,,1
08345126,,03,"Sony Corporation",Tokyo,,JP,,1
08345127,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345129,,02,"I2iC Corporation","Foster City",CA,US,,1
08345130,,02,"Eastman Kodak Company",Rochester,NY,US,,1
08345131,,03,"Sony Corporation",Tokyo,,JP,,1
08345132,,02,"OmniVision Technologies, Inc.","Santa Clara",CA,US,,1
08345133,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345134,,02,"Northrop Grumman Systems Corporation","Falls Church",VA,US,,1
08345135,,03,"Hamamatsu Photonics K.K.","Hamamatsu-shi, Shizuoka",,JP,,1
08345136,,03,"Samsung Electronics Co., Ltd.",Suwon,,KR,,1
08345136,,03,"Samsung Electro-Mechanics Co., Ltd.",Suwon,,KR,,2
08345137,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345138,,03,"Olympus Corportion",Tokyo,,JP,,1
08345139,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345140,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345141,,03,"Panasonic Corporation",Osaka,,JP,,1
08345142,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345143,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345144,,02,"Adobe Systems Incorporated","San Jose",CA,US,,1
08345145,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345146,,03,"Angstrom, Inc.",Seongnam,,KR,,1
08345146,,02,"Stereo Display, Inc.",Anaheim,CA,US,,2
08345147,,03,"Sony Corporation",Tokyo,,JP,,1
08345148,,02,"Broadcom Corporation",Irvine,CA,US,,1
08345149,,03,"Fujitsu Frontech Limited",Tokyo,,JP,,1
08345150,,03,"Panasonic Corporation",Osaka,,JP,,1
08345151,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345152,,03,"E2V Technologies (UK) Limited",Essex,,GB,,1
08345153,,03,"China Mobile Communications Corporation",Beijing,,CN,,1
08345155,,02,"Freescale Semiconductor, Inc.",Austin,TX,US,,1
08345156,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345157,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345158,,03,"Sony Corporation",Tokyo,,JP,,1
08345158,,02,"Sony Electronics Inc.","Park Ridge",NJ,US,,2
08345159,,02,"Caption Colorado L.L.C.","Greenwood Village",CO,US,,1
08345160,,03,"Panasonic Corporation",Osaka,,JP,,1
08345161,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345162,,02,"Verint Systems Inc.","Santa Clara",CA,US,,1
08345163,,03,"Mitsubishi Electric Corporation",Tokyo,,JP,,1
08345164,,03,"Sony Corporation",Tokyo,,JP,,1
08345165,,03,"Panasonic Corporation",Osaka,,JP,,1
08345166,,03,"Panasonic Corporation",Osaka,,JP,,1
08345167,,03,"MediaTek Inc.","Hsin-Chu Hsien",,TW,,1
08345168,,03,"Hitachi Consumer Electronics Co., Ltd.",Tokyo,,JP,,1
08345169,,03,"Panasonic Corporation",Osaka,,JP,,1
08345170,,03,"Panasonic Corporation",Osaka,,JP,,1
08345171,,02,"Disney Enterprises, Inc.",Burbank,CA,US,,1
08345172,,03,"NEC Display Solutions, Ltd.",Tokyo,,JP,,1
08345173,,03,"Samsung Display Co., Ltd.",,,KR,,1
08345174,,03,"AU Optronics Corp.","Science-Based Industrial Park, Hsin-Chu",,TW,,1
08345175,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08345176,,03,"Samsung Display Co., Ltd.","Giheung-Gu, Yongin, Gyeonggi-Do",,KR,,1
08345178,,03,"Samsung Display Co., Ltd.",,,KR,,1
08345179,,03,"AU Optronics Corp.",Hsin-Chu,,TW,,1
08345180,,03,"Advanced Optoelectronic Technology, Inc.","Hsinchu Hsien",,TW,,1
08345181,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345182,,03,"Hitachi Displays, Ltd.",Chiba,,JP,,1
08345182,,03,"Panasonic Liquid Crystal Display Co., Ltd.",Hyogo-ken,,JP,,2
08345183,,03,"Samsung SDI Co., Ltd.","Gongse-dong, Giheung-gu, Yongin-si, Gyeonggi-do",,KR,,1
08345184,,03,"OMRON Corporation",Kyoto,,JP,,1
08345185,,03,"Postech Academy—Industry Foundation",Gyeongbuk,,KR,,1
08345185,,03,"LG Display Co., Ltd.",Seoul,,KR,,2
08345186,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345187,,03,"Hitachi Displays, Ltd.",Chiba,,JP,,1
08345187,,03,"Panasonic Liquid Crystal Display Co., Ltd.",Hyogo-ken,,JP,,2
08345188,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345189,,03,"Nikon Corporation",Tokyo,,JP,,1
08345190,,03,"Mitsubishi Electric Corporation",Tokyo,,JP,,1
08345191,,03,"TCL Corporation",Guangdong,,CN,,1
08345192,,03,"Au Optronics Corporation",Hsin-Chu,,TW,,1
08345193,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345194,,03,"National Chiao Tung University",Hsinchu,,TW,,1
08345195,,03,"Samsung Display Co., Ltd.",Yongin,,KR,,1
08345196,,03,"Samsung Display Co., Ltd.",,,KR,,1
08345197,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345198,,03,"Sanyo Electric Co., Ltd.",,,JP,,1
08345199,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345200,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08345201,,03,"Sharp Kabushiki Kaisha","Osaka-shi, Osaka",,JP,,1
08345202,,03,"Toppan Printing Co., Ltd.",Tokyo,,JP,,1
08345203,,03,"Hitachi Displays, Ltd.",Chiba,,JP,,1
08345203,,03,"Panasonic Liquid Crystal Display Co., Ltd.",Hyogo-ken,,JP,,2
08345204,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08345205,,03,"Hitachi Displays, Ltd.",Chiba,,JP,,1
08345205,,03,"Panasonic Liquid Display Co., Ltd.",Hyogo-ken,,JP,,2
08345206,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345207,,03,"Infovision Optoelectronics (Kunshan) Co., Ltd.",Kunshan,,CN,,1
08345208,,03,"Samsung Display Co., Ltd.",Yongin,,KR,,1
08345209,,03,"Mitsubishi Electric Corporation",Tokyo,,JP,,1
08345210,,03,"Chunghwa Picture Tubes, Ltd.",Taoyuan,,TW,,1
08345211,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345212,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08345213,,03,"Sony Corporation",Tokyo,,JP,,1
08345214,,03,"NEC Display Solutions, Ltd.",Tokyo,,JP,,1
08345215,,03,"Corbett Research Pty Ltd","Mortlake, New South Wales",,AU,,1
08345216,,03,"Nikon Corporation",Tokyo,,JP,,1
08345216,,03,"Zao Nikon Co., Ltd",Katta-Gun,,JP,,2
08345217,,03,"Nikon Corporation",Tokyo,,JP,,1
08345218,,03,"ASML Netherlands B.V.",Veldhoven,,NL,,1
08345219,,03,"Carl Zeiss SMT GmbH",Oberkochen,,DE,,1
08345220,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345221,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345222,,03,"Carl Zeiss SMT GmbH",Oberkochen,,DE,,1
08345223,,03,"ASML Netherlands B.V.",Veldhoven,,NL,,1
08345224,,03,"Carl Zeiss SMT GmbH",Oberkochen,,DE,,1
08345225,,03,"ASML Netherlands B.V.",Veldhoven,,NL,,1
08345227,,02,"Constitution Medical, Inc.",Boston,MA,US,,1
08345228,,03,"Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.",München,,DE,,1
08345229,,02,"AT&T Intellectual Property I, L.P.",Atlanta,GA,US,,1
08345230,,03,"Konica Minolta Sensing, Inc.",Osaka,,JP,,1
08345231,,03,"ASML Netherlands B.V.",Veldhoven,,NL,,1
08345232,,03,"Nanda Technologies GmbH",Unterschleissheim,,DE,,1
08345233,,03,"Hitachi High-Technologies Corporation",Tokyo,,JP,,1
08345234,,02,"Halliburton Energy Services, Inc.",Houston,TX,US,,1
08345235,,02,"PerkinElmer Health Sciences, Inc.",Waltham,MA,US,,1
08345236,,03,"Parsum GmbH",Chemnitz,,DE,,1
08345237,,03,"Furukawa Electric Co., Ltd.",Tokyo,,JP,,1
08345238,,02,"General Photonics Corporation",Chino,CA,US,,1
08345239,,02,"Fluid Imaging Technologies, Inc.",Yarmouth,NE,US,,1
08345240,,03,"Renishaw PLC",Wotton-under-Edge,,GB,,1
08345241,,02,"J. A. Woollam Co., Inc.",Lincoln,NE,US,,1
08345242,,02,"Molecular Imprints, Inc.",Austin,TX,US,,1
08345243,,02,"KLA-Tencor Corporation",Milpitas,CA,US,,1
08345244,,03,"Canon Kabushiki Kaisha",,,JP,,1
08345245,,03,"ASML Netherlands B.V.",Veldhoven,,NL,,1
08345246,,03,"Toray Industries, Inc.",Tokyo,,JP,,1
08345247,,03,"Ferton Holdings, S.A.",Delmont,,CH,,1
08345248,,03,"Electronics and Telecommunications Research Institute",Daejeon,,KR,,1
08345249,,03,"Panasonic Corporation",Osaka,,JP,,1
08345250,,02,"Exelis, Inc.",McLean,VA,US,,1
08345251,,02,"Halliburton Energy Services, Inc.",Houston,TX,US,,1
08345252,,02,"X-Rite, Inc.","Grand Rapids",MI,US,,1
08345253,,03,"The Royal Institution for the Advancement of Learning/McGill University and Her Majesty the Queen in Right of Canada","Montreal, Boucherville",,CA,,1
08345255,,03,"MH Solar Co., Ltd.",Taipei,,TW,,1
08345256,,03,"Centre National d'Etudes Spatiales",,,FR,,1
08345257,,02,"D4D Technologies, LLC",Richardson,TX,US,,1
08345258,,02,"4 D  Technology Corporation",Tucson,AZ,US,,1
08345259,,03,"Sick Stegmann GmbH",Donaueschingen,,DE,,1
08345260,,03,"Mitutoyo Corporation",Kawasaki,,JP,,1
08345260,,03,"Bundesrepublik Deutschland, Endvertreten Durch den Prasidenten der Physikalisch-Technischen Bundesan",Braunschweig,,DE,,2
08345261,,02,"D4D Technologies, LLC",Richardson,TX,US,,1
08345262,,03,"Carl Zeiss SMT GmbH",Oberkochen,,DE,,1
08345263,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345264,,02,"Board of Regents, The University of Texas System",Austin,TX,US,,1
08345265,,03,"ASML Netherlands B.V.",Veldhoven,,NL,,1
08345266,,02,"Specialty Minerals (Michigan) Inc.","Bingham Farms",MI,US,,1
08345267,,03,"Carl Zeiss SMT GmbH",Oberkochen,,DE,,1
08345268,,03,"Sanyo Electric Co., Ltd.",Osaka,,JP,,1
08345269,,02,"The Boeing Company",Chicago,IL,US,,1
