patent,asgseq,asgtype,assignee,City,State,Country,zip,generated_sort
08343480,,02,"Howmedica Osteonics Corp.",Mahwah,NJ,US,,1
08343481,,02,"Board of Regents of The University of Texas System",Austin,TX,US,,1
08343482,,03,"Nestec S.A.",Vevey,,CH,,1
08343483,,03,"Biogaia AB",Stockholm,,SE,,1
08343484,,02,"Ganeden Biotech, Inc.","Mayfield Heights",OH,US,,1
08343485,,02,"Amorcyte, Inc.",Allendale,NJ,US,,1
08343486,,02,"BioChemics, Inc.",Danvers,MA,US,,1
08343487,,02,"Halozyme, Inc.","San Diego",CA,US,,1
08343490,,03,"Cephalon Australia Pty Ltd",,,AU,,1
08343491,,02,"The Johns Hopkins University",Baltimore,MD,US,,1
08343492,,02,"Schering Corporation",Kenilworth,NJ,US,,1
08343493,,03,"Innogenetics N.V.",Gent-Zwijnaarde,,BE,,1
08343493,,03,"INSERM (Institut National de la Sante et de la Recherche Medicale)",Paris,,FR,,2
08343493,,03,Sanofi,Paris,,FR,,3
08343494,,02,"Aventis Pharmaceuticals Inc.",Bridgewater,NJ,US,,1
08343495,,02,"Auburn University",Auburn,AL,US,,1
08343496,,02,"Immunomedics, Inc.","Morris Plains",NJ,US,,1
08343497,,02,"The Brigham and Women's Hospital, Inc.",Boston,MA,US,,1
08343497,,02,"President and Fellows of Harvard College",Cambridge,MA,US,,2
08343497,,02,"Massachusetts Institute of Technology",Cambridge,MA,US,,3
08343498,,02,"Massachusetts Institute of Technology",Cambridge,MA,US,,1
08343498,,02,"The Brigham and Women's Hospital, Inc.",Boston,MA,US,,2
08343498,,02,"President and Fellows of Harvard College",Cambridge,MA,US,,3
08343499,,06,"The United States of America as represented by the Secretary of the Department of Health and Human Services",Washington,DC,US,,1
08343500,,03,"Apitope Technology (Bristol) Limited",Bristol,,GB,,1
08343501,,02,"Bristol-Myers Squibb Company",Princeton,NJ,US,,1
08343502,,02,"GlobeImmune, Inc.",Louisville,CO,US,,1
08343503,,03,"Anergis S.A.",Epalinges,,CH,,1
08343504,,03,"Natural Environment Research Council",Wiltshire,,GB,,1
08343505,,03,"Schweitzer Co., Ltd.",Taipei,,TW,,1
08343506,,02,"The Board of Regents of the University of Texas System",Austin,TX,US,,1
08343507,,03,"Novartis AG",Basel,,CH,,1
08343508,,02,"Intracel Holdings LLC",Frederick,MD,US,,1
08343509,,02,"Genelux Corporation","San Diego",CA,US,,1
08343510,,03,"Intercell AG",Vienna,,AT,,1
08343511,,03,"Red Hill Biopharma Ltd.",Ramat-Gan,,IL,,1
08343512,,02,"Infectious Disease Research Institute",Seattle,WA,US,,1
08343513,,02,"Oakwood Laboratories, LLC","Oakwood Village",OH,US,,1
08343514,,03,"Universidad Autonome Metropolitana",Tlalpan,,MX,,1
08343515,,02,"Oxygen Biotherapeutics, Inc.","Costa Mesa",CA,US,,1
08343516,,02,"TARIS Biomedical, Inc.",Lexington,MA,US,,1
08343518,,02,"MedImmune, LLC",Gaithersburg,MD,US,,1
08343519,,03,"L'Oreal S.A.",Paris,,FR,,1
08343520,,03,"Rhodia Chimie",Cedex,,FR,,1
08343521,,,,,,,,1
08343522,,03,"Kalle GmbH",Wiesbaden,,DE,,1
08343523,,02,"Quick-Med Technologies, Inc.",Gainesville,FL,US,,1
08343524,,02,"Clarke Mosquito Control Products, Inc.",Roselle,IL,US,,1
08343525,,02,"Becton, Dickinson and Company","Franklin Lakes",NJ,US,,1
08343526,,02,"Meso Scale Technologies, LLC",Gaithersburg,MD,US,,1
08343528,,02,"Endo Pharmaceuticals Solutions Inc.","Chadds Ford",PA,US,,1
08343529,,02,"Abbott Cardiovascular Systems Inc.","Santa Clara",CA,US,,1
08343530,,02,"Abbott Cardiovascular Systems Inc.","Santa Clara",CA,US,,1
08343531,,03,"Meiji Co., Ltd.",Tokyo,,JP,,1
08343532,,03,"Arrow No. 7 Limited",London,,GB,,1
08343533,,02,"McNeil-PPC, Inc.",Skillman,NJ,US,,1
08343534,,02,"The Procter & Gamble Company",Cincinnati,OH,US,,1
08343535,,03,"The Chinese University of Hong Kong","Hong Kong",,CN,,1
08343536,,02,"Cook Biotech Incorporated","West Layfayette",IN,US,,1
08343536,,02,"Cook Medical Technologies LLC",Bloomington,IN,US,,2
08343537,,02,"Z-Medica, LLC",Wallingford,CT,US,,1
08343538,,02,"Noven Pharmaceuticals, Inc.",Miami,FL,US,,1
08343539,,02,"Regents of the University of Minnesota","St. Paul",MN,US,,1
08343540,,03,"Laboratories Fournier S.A.",Dijon,,FR,,1
08343541,,02,"Soft Gel Technologies, Inc.","Los Angeles",CA,US,,1
08343542,,03,"Evonik Roehm GmbH",Darmstat,,DE,,1
08343543,,02,"Hoffmann-La Roche Inc.",Nutley,NJ,US,,1
08343544,,03,"Kyorin Pharmaceutical Co., Ltd.",Tokyo,,JP,,1
08343544,,03,"Ono Pharmaceutical Co., Ltd.",Osaka,,JP,,2
08343545,,03,"University College London",London,,GB,,1
08343546,,02,"Coating Place, Inc.",Verona,WI,US,,1
08343547,,03,"Shin-Etsu Chemical Co., Ltd.",,,JP,,1
08343548,,03,"Shin-Etsu Chemical Co., Ltd.",,,JP,,1
08343549,,03,"Nikken Sohonsha Corporation","Hashima, Gifu",,JP,,1
08343549,,03,"Tel Hashomer Medical Research Infrastructure and Services Ltd.","Tel Hashomer",,IL,,2
08343550,,02,"Bend Research, Inc.",Bend,OR,US,,1
08343551,,03,"Tokyo University of Science Educational Foundation Administrative Organization",Tokyo,,JP,,1
08343552,,02,"LiveLeaf, Inc.","San Carlos",CA,US,,1
08343554,,03,"Indena S.p.A.",Milan,,IT,,1
08343555,,03,"CTC Bio, Inc.",Seoul,,KR,,1
08343556,,03,"Hououdou Co., Ltd.",Tokyo,,JP,,1
08343557,,03,"STARGATE—Produtos Farmacêuticos, Dietéticos e Nutricionais, Lda.",Amadora,,PT,,1
08343558,,03,"Suntory Holdings Limited","Osaka-shi, Osaka",,JP,,1
08343559,,02,"The United States of America as represented by the Secretary of Agriculture",Washington,DC,US,,1
08343560,,02,"Reynolds Consumer Products Inc.","Lake Forest",IL,US,,1
08343561,,03,"Toyo Seikan Kaisha, Ltd.",Tokyo,,JP,,1
08343562,,03,"Cavitus Pty Ltd",Crafers,,AU,,1
08343563,,02,"Cargill, Incorporated",Wayzata,MN,US,,1
08343564,,02,"Nonpareil Corporation",Blackfoot,ID,US,,1
08343565,,02,"Ethical Naturals, Inc.","San Anselmo",CA,US,,1
08343566,,03,"Burcon Nutrascience (MB) Corp.","Winnipeg, Manitoba",,CA,,1
08343567,,02,"Ension, Inc.",Pittsburgh,PA,US,,1
08343568,,02,"Advanced Cardiovascular Systems, Inc.","Santa Clara",CA,US,,1
08343569,,02,"Illinois Tool Works Inc.",Glenview,IL,US,,1
08343570,,03,"DCC IP","Erin Court, Bishop's Court Hill, St. Michael",,BB,,1
08343571,,03,"Bayer MaterialScience AG",Leverkusen,,DE,,1
08343573,,03,"Siemens Aktiengesellschaft",München,,DE,,1
08343574,,02,"Cubic Tech Corporation",Mesa,AZ,US,,1
08343575,,02,"Nanosys, Inc.","Palo Alto",CA,US,,1
08343576,,03,"Yissum Research Development Company of the Hebrew University of Jerusalem",Jerusalem,,IL,,1
08343577,,03,"LG Chem, Ltd.",Seoul,,KR,,1
08343578,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08343579,,02,"Pipe Restoration Technologies, LLC","Las Vegas",NV,US,,1
08343580,,02,"Rohm and Haas Electronic Materials LLC",Marlborough,MA,US,,1
08343581,,02,"Regents of the University of California",Oakland,CA,US,,1
08343582,,03,"Institut National Polytechnique de Toulouse (I.N.P.T.)",Toulouse,,FR,,1
08343583,,03,"ASM International N.V.",,,NL,,1
08343584,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08343585,,02,"Empire Technology Development LLC",Wilmington,DE,US,,1
08343586,,03,"Bestac Advanced Material Co., Ltd.","Taoyuan County",,TW,,1
08343587,,02,"United Technologies Corporation",Hartford,CT,US,,1
08343588,,03,"Ricoh Company, Ltd.",Tokyo,,JP,,1
08343589,,02,"General Electric Company",Schenectady,NY,US,,1
08343591,,02,"United Technologies Corporation",Hartford,CT,US,,1
08343592,,02,"Applied Materials, Inc.","Santa Clara",CA,US,,1
08343593,,02,"Sub-One Technology, Inc.",Pleasanton,CA,US,,1
08343594,,03,"Tokyo Electron Limited",Tokyo,,JP,,1
08343595,,03,"JNC Corporation",Tokyo,,JP,,1
08343595,,03,"JNC Petrochemical Corporation",Tokyo,,JP,,2
08343596,,03,"JNC Corporation",Tokyo,,JP,,1
08343596,,03,"JNC Petrochemical Corporation",Tokyo,,JP,,2
08343597,,03,"LG Chem, Ltd.",Seoul,,KR,,1
08343598,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08343600,,03,"IL Shin Tech Co., Ltd.",,,KR,,1
08343601,,02,"Bayer MaterialScience LLC",Pittsburgh,PA,US,,1
08343601,,03,"Bayer MaterialScience AG",Leverkusen,,DE,,2
08343602,,03,"Basell Poliolefine Italia, s.r.l.",Milan,,IT,,1
08343603,,03,"Koninklijke Philips Electronics N.V.",Eindhoven,,NL,,1
08343604,,03,"Yoshino Kogyosho Co., Ltd.",Tokyo,,JP,,1
08343605,,03,"tesa SE",Hamburg,,DE,,1
08343607,,02,"Johnson Controls Technology Company",Holland,MI,US,,1
08343608,,02,"General Electric Company",Schenectady,NY,US,,1
08343609,,03,"Concrete Canvas Technology Ltd.",,,GB,,1
08343610,,03,"Meiwa Industry Co., Ltd.",Atsugi-shi,,JP,,1
08343611,,03,"Sanryu Co., Ltd.",Saitama,,JP,,1
08343612,,03,"McAirlaid's Vliesstoffe GmbH & Co. KG",Steinfurt,,DE,,1
08343613,,02,"ExxonMobil Chemical Patents Inc.",Houston,TX,US,,1
08343615,,02,"JDS Uniphase Corporation",Milpitas,CA,US,,1
08343616,,03,"Hitachi Chemical Company, Ltd.",Tokyo,,JP,,1
08343617,,03,"Industrial Technology Research Institute","Hsinchu County",,TW,,1
08343618,,03,"Siltronic AG",Munich,,DE,,1
08343619,,03,"Toray Industries, Inc.",Tokyo,,JP,,1
08343620,,03,"Seco Tools AB",Fagersta,,SE,,1
08343621,,03,"Ricoh Company, Limited",Tokyo,,JP,,1
08343622,,02,"3M Innovative Properties Company","St. Paul",MN,US,,1
08343623,,03,"Mitsubishi Plastics, Inc.",Tokyo,,JP,,1
08343624,,02,"3M Innovative Properties Company","St. Paul",MN,US,,1
08343625,,02,"The Procter & Gamble Company",Cincinnati,OH,US,,1
08343626,,02,"Multisorb Technologies, Inc.",Buffalo,NY,US,,1
08343627,,02,"Research Foundation of State University of New York",Binghamton,NY,US,,1
08343628,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08343629,,03,"Wacker Chemie AG",Munich,,DE,,1
08343630,,02,"E I du Pont de Nemours and Company",Wilmington,DE,US,,1
08343631,,02,"Toyota Motor Engineering & Manufacturing North America, Inc.",Erlanger,KY,US,,1
08343631,,02,"PPG Industries Ohio, Inc.",Cleveland,OH,US,,2
08343631,,03,"Kansai Paint Company, Ltd.",Hyogo-Kan,,JP,,3
08343632,,02,"Momentive Performance Materials Inc.",Albany,NY,US,,1
08343633,,02,"3M Innovative Properties Company","St. Paul",MN,US,,1
08343634,,02,"Momentive Specialty Chemicals Inc.",Columbus,OH,US,,1
08343635,,03,"Kobe Steel, Ltd.",Kobe-shi,,JP,,1
08343636,,02,"University of Washington",Seattle,WA,US,,1
08343637,,03,"Merck Patent GmbH",,,DE,,1
08343638,,03,"Samsung Display Co., Ltd.",Yongin-si,,KR,,1
08343639,,03,"Semiconductor Energy Laboratory Co., Ltd.",,,JP,,1
08343640,,03,"Cheil Industries, Inc.","Gumi-Si, Kyeongsangbuk-do",,KR,,1
08343641,,03,"Samsung SDI Co., Ltd.",Yongin-si,,KR,,1
08343642,,02,"Lightening Energy",Dover,NJ,US,,1
08343643,,03,"Techtronic Power Tools Technology Limited",Tortola,,VG,,1
08343644,,02,"Defibtech, LLC",Guilford,CT,US,,1
08343645,,03,"Shenzhen Futaihong Precision Industry Co., Ltd.",Shenzhen,,CN,,1
08343645,,03,"FIH (Hong Kong) Limited",Kowloon,,HK,,2
08343646,,02,"Zinc Air Incorporated","Columbia Falls",MT,US,,1
08343647,,03,"LG Chem, Ltd.",,,KR,,1
08343648,,03,"Temic Automotive Electric Motors GmbH",,,DE,,1
08343649,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota-shi,,JP,,1
08343650,,02,"GM Global Technology Operations LLC",Detroit,MI,US,,1
08343651,,03,"Samsung SDI Co., Ltd.",Yongin-si,,KR,,1
08343652,,03,"LG Chem, Ltd.",,,KR,,1
08343653,,03,"Samsung SDI Co., Ltd.","Yongin-si, Gyeonggi-do",,KR,,1
08343654,,03,"Dyson Technology Limited","Malmesbury, Wiltshire",,GB,,1
08343655,,05,,Xiamen,,CN,,1
08343656,,03,"Toyota Jidosha Kabushiki Kaisha","Toyota-shi, Aichi-ken",,JP,,1
08343657,,03,"Sanyo Electric Co., Ltd.",Osaka,,JP,,1
08343658,,03,"Panasonic Corporation",Osaka,,JP,,1
08343659,,03,"GS Yuasa International Ltd.",Kyoto,,JP,,1
08343659,,03,"National Insitute of Advanced Industrial Science and Technology",Tokyo,,JP,,2
08343660,,03,"GS Yuasa International Ltd.",Kyoto,,JP,,1
08343660,,03,"National Institute of Advanced Industrial Science and Technology",Tokyo,,JP,,2
08343661,,02,"General Electric Company",Schenectady,NY,US,,1
08343662,,03,"Sanyo Electric Co., Ltd.",Osaka,,JP,,1
08343663,,03,"Samsung SDI Co., Ltd.",Suwon,,KR,,1
08343664,,03,"Mitsubishi Chemical Corporation",Tokyo,,JP,,1
08343665,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08343666,,03,"Panasonic Corporation",Osaka,,JP,,1
08343667,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08343668,,03,"National Taiwan University",Taipei,,TW,,1
08343669,,03,"TDK Corporation",Tokyo,,JP,,1
08343670,,02,"Eveready Battery Company, Inc.","St. Louis",MO,US,,1
08343671,,02,"Saint-Gobain Ceramics & Plastics, Inc.",Worcester,MA,US,,1
08343672,,03,"Samsung SDI Co., Ltd.","Suwon-si, Gyeonggi-do",,KR,,1
08343673,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota-shi,,JP,,1
08343674,,03,"Samsung SDI Co., Ltd.","Yongin-si, Gyeonggi-do",,KR,,1
08343675,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota-shi,,JP,,1
08343676,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,1
08343677,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08343678,,03,"Samsung SDI Co., Ltd.",Gyeonggi-Do,,KR,,1
08343679,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota-shi,,JP,,1
08343680,,03,"Toyota Jidosha Kabushiki Kaisha",Toyota,,JP,,1
08343681,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08343682,,02,"3M Innovative Properties Company","Saint Paul",MN,US,,1
08343683,,03,"Honda Motor Co., Ltd.",Tokyo,,JP,,1
08343685,,03,"Technical University of Denmark","KGS. Lyngby",,DK,,1
08343686,,02,"The Regents of the University of California",Oakland,CA,US,,1
08343687,,02,"General Electric Company",Niskayuna,NY,US,,1
08343688,,03,"Panasonic Corporation",Osaka,,JP,,1
08343689,,02,"Adaptive Materials, Inc.","Ann Arbor",MI,US,,1
08343690,,03,"Seoul National University R&DB Foundation",Seoul,,KR,,1
08343691,,03,"TDK Corporation",Tokyo,,JP,,1
08343692,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08343693,,03,"Nikon Corporation",Tokyo,,JP,,1
08343694,,03,"Shin-Etsu Chemical Co., Ltd.",Tokyo,,JP,,1
08343695,,02,"D2S, Inc.","San Jose",CA,US,,1
08343696,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08343697,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08343698,,03,"Ricoh Company, Ltd.",Tokyo,,JP,,1
08343699,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08343700,,02,"Xerox Corporation",Norwalk,CT,US,,1
08343701,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08343702,,03,"SAMSUNG Electronics Co., Ltd.",Suwon-si,,KR,,1
08343703,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08343704,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08343705,,03,"Ricoh Company, Ltd.",Tokyo,,JP,,1
08343706,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08343707,,02,"Anocoil Corporation",Rockville,CT,US,,1
08343708,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08343709,,03,"FUJIFILM Corporation","Minato-Ku, Tokyo",,JP,,1
08343710,,02,"The Regents of the University of Colorado, A Body Corporate",Boulder,CO,US,,1
08343711,,03,"Shin-Etsu Chemical Co., Ltd.",Tokyo,,JP,,1
08343712,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08343713,,03,"MACRONIX International Co., Ltd.",Hsinchu,,TW,,1
08343714,,03,"Tokyo Electron Limited",Tokyo,,JP,,1
08343715,,02,"Xerox Corporation",Norwalk,CT,US,,1
08343716,,02,"Analog Devices, Inc.",Norwood,MA,US,,1
08343717,,02,"Lifecell Corporation",Branchburg,NJ,US,,1
08343718,,03,"Institut Pasteur",Paris,,FR,,1
08343718,,03,"Centre National de la Recherche Scientifique",Paris,,FR,,2
08343718,,03,"Universite Paris 7",Paris,,FR,,3
08343719,,02,"Research Foundation of State University of New York",Albany,NY,US,,1
08343720,,03,"Haplomic Technologies Pty Ltd","St. Kilda West",,AU,,1
08343721,,02,"Genisphere, LLC",Hatfield,PA,US,,1
08343722,,03,"Istituto Oncologico Romagnolo Cooperativa Sociale a.r.l.",Forli,,IT,,1
08343723,,03,"Fuso Pharmaceutical Industries, Ltd.",Osaka,,JP,,1
08343724,,03,"Nisshin Seifun Group Inc.",Tokyo,,JP,,1
08343724,,03,"Incorporated Administrative Agency National Agriculture and Food Research Organization",Tsukuba-shi,,JP,,2
08343725,,02,"The Ohio State University Research Foundation",Columbus,OH,US,,1
08343725,,06,"The United States of America, as represented by the Secretary of the Department of Health and Human Services, National Institute of Health, Office of Technology Transfer",Washington,DC,US,,2
08343726,,02,"Techlab, Inc.",Blackburg,VA,US,,1
08343727,,03,"Japan Tobacco Inc.",Tokyo,,JP,,1
08343728,,02,"Singulex, Inc.",Alameda,CA,US,,1
08343728,,02,"The Regents of the University of California",Oakland,CA,US,,2
08343729,,03,"National Institute of Advanced Industrial Science and Technology",Tokyo,,JP,,1
08343730,,03,"Thrombinoscope B.V.","BC Maastricht",,NL,,1
08343731,,02,"Virginia Commonwealth University",Richmond,VA,US,,1
08343732,,03,"Amiris B.V.",Sittard,,NL,,1
08343733,,03,"Zetiq Technologies Ltd.",Ramat-Gan,,IL,,1
08343734,,03,"Evonik Degussa GmbH",Essen,,DE,,1
08343735,,02,"Danisco US Inc.","Palo Alto",CA,US,,1
08343736,,03,"Korea Advanced Institute of Science and Technology",,,KR,,1
08343737,,02,"Regeneron Pharmaceuticals, Inc.",Tarrytown,NY,US,,1
08343738,,03,"Human Genetic Signatures Pty. Ltd.","North Ryde",,AU,,1
08343739,,03,"Fluxome Sciences A/S",Lyngby,,DK,,1
08343740,,06,"The United States of America as represented by the Administrator of the National Aeronautics and Space Administration",Washington,DC,US,,1
08343741,,02,"Washington State University Research Foundation",Pullman,WA,US,,1
08343742,,03,"Agency for Science, Technology and Research",Centros,,SG,,1
08343743,,02,"Synaptic Research, LLC",Baltimore,MD,US,,1
08343744,,02,"The California Institute of Technology",Pasadena,CA,US,,1
08343745,,03,"Bayer Pharma AG",Berlin,,DE,,1
08343746,,02,"Pacific Biosciences of California, Inc.","Menlo Park",CA,US,,1
08343747,,02,"Verenium Corporation","San Diego",CA,US,,1
08343748,,02,"Baxter International Inc.",Deerfield,IL,US,,1
08343748,,03,"Baxter Healthcare S.A.","Glattpark (Opfikon)",,CH,,2
08343749,,02,"Arrowhead Center, Inc.","Las Cruces",NM,US,,1
08343750,,03,"Guangzhou Institute of Geochemistry, Chinese Academy of Science",Guangzhou,,CN,,1
08343751,,03,"Valorisation—Recherche, Limited Partnership","Montreal, Quebec",,CA,,1
08343752,,02,"Verdezyne, Inc.",Carlsbad,CA,US,,1
08343753,,02,"Wake Forest University School of Medicine",Winston-Salem,NC,US,,1
08343754,,02,"University of Utah Research Foundation","Salt Lake City",UT,US,,1
08343754,,02,"BioFire Diagnostics, Inc.","Salt Lake City",UT,US,,2
08343755,,02,"University of Virginia Patent Foundation",Charlottesville,VA,US,,1
08343756,,02,"The General Hospital Corporation",Boston,MA,US,,1
08343757,,03,"Institut Pasteur",Paris,,FR,,1
08343757,,03,"Institut National de la Sante et de la Recherche Medicale (INSERM)",Paris,,FR,,2
08343758,,03,"ULC Business PLC",London,,GB,,1
08343759,,03,"National University Corporation Chiba University",Chiba,,JP,,1
08343760,,02,"University of Maryland, Baltimore",Baltimore,MD,US,,1
08343761,,03,"Chugai Seiyaku Kabushiki Kaisha",Tokyo,,JP,,1
08343761,,03,"Pharmalogicals Research Pte. Ltd.",Helios,,SG,,2
08343761,,03,"CIEA International Inc.",Kanagawa,,JP,,3
08343762,,03,"Technion Research & Development Foundation Ltd.",Haifa,,IL,,1
08343763,,02,"Vertex Pharmaceuticals Incorporated",Cambridge,MA,US,,1
08343764,,02,"Monsanto Technology LLC","St. Louis",MO,US,,1
08343765,,03,"Olympus Corporation",Tokyo,,JP,,1
08343766,,02,"UT-Battle, LLC","Oak Ridge",TN,US,,1
08343767,,02,"Novozymes, Inc.",Davis,CA,US,,1
08343768,,02,"Ethicon, Inc.",Somerville,NJ,US,,1
08343769,,03,"Olympus Medical Systems Corp.",Tokyo,,JP,,1
08343770,,03,"Sysmex Corporation",Kobe,,JP,,1
08343771,,02,"General Electric Company",Schenectady,NY,US,,1
08343772,,03,"Sysmex Corporation",Kobe,,JP,,1
08343773,,03,"Agency for Science, Technology and Research",Connexis,,SG,,1
08343774,,02,"Waters Technologies Corporation",Milford,MA,US,,1
08343776,,03,"Panasonic Corporation",Osaka,,JP,,1
08343777,,02,"Headway Technologies, Inc.",Milpitas,CA,US,,1
08343778,,03,"Simon Fraser University","Burnaby, British Columbia",,CA,,1
08343779,,03,"BASF SE",Ludwigshafen,,DE,,1
08343780,,03,"Commissariat a l'Energie Atomique",Paris,,FR,,1
08343781,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08343782,,03,Soitec,Bernin,,FR,,1
08343783,,03,"Long Jing International Technology Enterprise Co., Ltd.","Yongkang, Tainan County",,TW,,1
08343784,,03,"LG Innotek Co., Ltd.",Seoul,,KR,,1
08343785,,03,"Taiwan Semiconductor Manufacturing Company, Ltd.",Hsin-Chu,,TW,,1
08343786,,03,"Samsung Display Co., Ltd.",Yongin-si,,KR,,1
08343787,,03,"LG Display Co., Ltd.",Seoul,,KR,,1
08343788,,03,"Epistar Corporation",Hsinchu,,TW,,1
08343789,,03,"Taiwan Semiconductor Manufacturing Company, Ltd.",Hsin-Chu,,TW,,1
08343790,,03,"Robert Bosch GmbH",Stuttgart,,DE,,1
08343791,,02,"Innovative Micro Technology",Goleta,CA,US,,1
08343792,,02,"BAE Systems Information and Electronic Systems Integration Inc.",Nashua,NH,US,,1
08343793,,03,"Sony Corporation",Tokyo,,JP,,1
08343794,,02,"Sunlight Photonics Inc.","South Plainfield",NJ,US,,1
08343795,,04,,"San Jose",CA,US,,1
08343795,,04,,Cupertino,CA,US,,2
08343796,,03,"Samsung Display Co., Ltd.","Yongin, Gyeonggi-do",,KR,,1
08343798,,03,"Samsung Electronics Co., Ltd.","Suwon-si, Gyeonggi-do",,KR,,1
08343799,,03,"Semiconductor Energy Laboratory Co., Ltd.","Atsugi-shi, Kanagawa-ken",,JP,,1
08343800,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08343801,,02,"Seagate Technology LLC","Scotts Valley",CA,US,,1
08343802,,03,"Plastic Logic Limited",Cambridge,,GB,,1
08343803,,03,"Hynix Semiconductor Inc.",Kyoungki-Do,,KR,,1
08343804,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08343805,,02,"Texas Instruments Incorporated",Dallas,TX,US,,1
08343806,,02,"Raytheon Company",Waltham,MA,US,,1
08343807,,03,"Alcatel Lucent",Paris,,FR,,1
08343808,,03,"Bridge Semiconductor Corporation",,,TW,,1
08343809,,03,"STATS ChipPAC, Ltd.",Singapore,,SG,,1
08343810,,03,"STATS ChipPAC, Ltd.",Singapore,,SG,,1
08343811,,03,"Infineon Technologies AG",Neubiberg,,DE,,1
08343812,,03,"Samsung Electronics Co., Ltd.","Samsung-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do",,KR,,1
08343813,,02,"Intermolecular, Inc.","San Jose",CA,US,,1
08343814,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08343815,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08343816,,03,"Semiconductor Energy Laboratory Co., Ltd.","Atsugi-shi, Kanagawa-ken",,JP,,1
08343817,,03,"Semiconductor Energy Laboratory Co., Ltd.","Atsugi-shi, Kanagawa-ken",,JP,,1
08343818,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08343819,,02,"International Business Machines Corporation",Armonk,NY,US,,1
