patent,Country,Classification,Info
08346479,US,701461,
08346480,US,"701 23- 28",unstructured
08346480,US,701116-117,unstructured
08346480,US,701120-122,unstructured
08346480,US,701200,
08346480,US,701207-211,unstructured
08346480,US,701220,
08346480,US,701223,
08346480,US,701300-302,unstructured
08346480,US,180167-170,unstructured
08346480,US,180232,
08346480,US,"180  932",
08346480,US,3409951-99528,unstructured
08346480,US,340961,
08346480,US,340980,
08346480,US,3404255,
08346480,US,340435-436,unstructured
08346480,US,340438,
08346480,US,340901,
08346480,US,340903,
08346480,US,"342 42",
08346480,US,"342 61",
08346480,US,"342 69",
08346480,US,"342 70",
08346481,US,"702  6",
08346481,US,"702  7",
08346481,US,"702  8",
08346481,US,250256,
08346481,US,250264,
08346481,US,250266,
08346481,US,2502692,
08346481,US,2502693,
08346481,US,2502696,
08346481,US,2502697,
08346481,US,324303,
08346481,US,376163,
08346481,US,376165,
08346482,US,None,
08346483,US,None,
08346484,US,"702 19",
08346485,US,None,
08346486,US,None,
08346487,US,"702 22",
08346487,US,702182-185,unstructured
08346488,US,"702 47",
08346488,US,"702 50",
08346488,US,"702 42",
08346489,US,"702 41",
08346489,US,702182-185,unstructured
08346490,US,"702 34",
08346490,US,"702 42",
08346490,US,384448,
08346490,US," 7311481",
08346490,US," 73593",
08346490,US," 73862191",
08346491,US,"702 45",
08346491,US,"702 47",
08346491,US,"702 48",
08346491,US,"702 50",
08346491,US,324306,
08346491,US,324324-325,unstructured
08346492,US,"702 48",
08346492,US,"702 51",
08346492,US," 73592",
08346492,US," 73579",
08346492,US," 73594",
08346492,US," 73 405 A",
08346492,US," 73 405 R",
08346492,US," 7386127",
08346492,US," 73584",
08346493,US,"702 50",
08346493,US,700300,
08346493,US,"438  7",
08346493,US,"236  1 C",
08346494,US,"702 60",
08346494,US,702104,
08346494,US,702127,
08346494,US,702189,
08346494,US,"702 57",
08346494,US,700286,
08346494,US,"324 711",
08346494,US,"324 7611",
08346494,US," 7315202",
08346495,US,"702 32",
08346495,US,"702 63",
08346496,US,"702 64",
08346496,US,"702 57",
08346496,US,"702 60",
08346496,US,"702 65",
08346496,US,"702 81",
08346496,US,702116,
08346496,US,702117,
08346496,US,702182,
08346496,US,702189,
08346496,US,702190,
08346496,US,702191,
08346496,US,324415,
08346496,US,324416,
08346496,US,324512,
08346496,US,324522,
08346496,US,324523,
08346496,US,324525,
08346496,US,324527,
08346496,US,324537,
08346496,US,32475001,
08346497,US,"702 57- 59",unstructured
08346497,US,"702 75",
08346497,US,"702 76",
08346497,US,702108,
08346497,US,702117,
08346497,US,702127,
08346497,US,702182,
08346497,US,702183,
08346497,US,702185,
08346497,US,702189,
08346497,US,382144,
08346497,US,382145,
08346497,US,382149,
08346498,US,702119-124,unstructured
08346498,US,702179-189,unstructured
08346498,US,714742,
08346499,US,702120,
08346499,US,702117,
08346499,US,702118,
08346499,US,702182-185,unstructured
08346500,US,"702 64",
08346500,US,"702 75",
08346500,US,702134,
08346500,US,362235,
08346500,US,362236,
08346500,US,362253,
08346500,US,362276,
08346500,US,362602,
08346500,US,362347,
08346500,US,250352,
08346500,US,25033915,
08346500,US,250554,
08346500,US,250342,
08346500,US,250226,
08346500,US,2503361,
08346500,US,2503381,
08346500,US,25033905,
08346500,US,25033901,
08346500,US,250216,
08346500,US,340578,
08346500,US,340577,
08346500,US,340680,
08346500,US,340628,
08346500,US,340629,
08346500,US,340630,
08346500,US,"431 79",
08346501,US,702138,
08346501,US,702151,
08346502,US,702141,
08346502,US,702142,
08346502,US,702145,
08346502,US,702148,
08346502,US,701135,
08346502,US,340438,
08346502,US,340439,
08346503,US,None,
08346504,US,702150,
08346504,US,341116,
08346505,US,702121-123,unstructured
08346505,US,702176-188,unstructured
08346505,US,"700 28- 30",unstructured
08346506,US,702181,
08346507,US,702182,
08346508,US,702183,
08346508,US,"379 9329",
08346508,US,379106,
08346508,US,379108,
08346508,US,340679,
08346509,US,702182,
08346509,US,702186,
08346509,US,702127,
08346509,US,"377  1",
08346509,US,"377 16",
08346509,US,"377 44",
08346509,US,711173,
08346509,US,711202,
08346509,US,712219,
08346509,US,712224,
08346509,US,712227,
08346509,US,"714 39",
08346509,US,"714 471",
08346509,US,"714 472",
08346509,US,719318,
08346510,US,702188,
08346511,US,702190,
08346512,US,"703  1",
08346512,US,"703  6",
08346512,US,"700 56",
08346512,US,370338,
08346512,US,"701  1",
08346512,US,701117,
08346512,US,701470,
08346513,US,"703  1",
08346513,US,"703  6",
08346514,US,"703  1",
08346515,US,455266,
08346515,US,"725 95",
08346515,US,370238,
08346515,US,"703  2",
08346516,US,"703  2",
08346517,US,"703  2",
08346517,US,"703  8",
08346517,US,701470,
08346517,US,701477,
08346517,US,701479,
08346517,US,34235731,
08346517,US,342358,
08346517,US,342462,
08346518,US,"703  6",
08346518,US,"606  5",
08346519,US,"703  1",
08346519,US,"703  2",
08346519,US,"703  6",
08346519,US,"700 99",
08346519,US,700286,
08346519,US,"705  7",
08346519,US,"705  725",
08346519,US,702184,
08346519,US,"701  2",
08346519,US,"701  3",
08346520,US,"703  6",
08346520,US,"703  1",
08346520,US,717105,
08346520,US,"705 28",
08346520,US,"705  8",
08346520,US,"705 75",
08346520,US,"705  722",
08346520,US,"707103 R",
08346520,US,707690,
08346520,US,715772,
08346521,US,"378 45- 56",unstructured
08346521,US,"703  2",
08346521,US,"703  6",
08346521,US,"703  9",
08346522,US,"703  2",
08346522,US,"703  9",
08346523,US,"703  1",
08346523,US,"703  2",
08346523,US,"703  5",
08346523,US,"703 10",
08346523,US,"703  9",
08346523,US,"702 13",
08346523,US,"702 14",
08346523,US,"175 50",
08346523,US,"367 73",
08346524,US,None,
08346525,US,None,
08346526,US,"703 13",
08346527,US,"703 14",
08346527,US,"703 15",
08346527,US,"703 16",
08346527,US,"716  6",
08346527,US,716108,
08346527,US,714724,
08346528,US,"703 14- 22",unstructured
08346528,US,716108,
08346528,US,716136,
08346528,US,716113,
08346529,US,"703 13- 19",unstructured
08346529,US,716108,
08346529,US,716113,
08346529,US,716134,
08346530,US,"703 13",
08346530,US,"703 14",
08346530,US,"703 16",
08346530,US,"326 38- 41",unstructured
08346530,US,"716 14- 15",unstructured
08346530,US,716116,
08346531,US,"703 23",
08346531,US,"703 27",
08346531,US,717136,
08346531,US,707760,
08346532,US,707738-740,unstructured
08346532,US,707757,
08346533,US,None,
08346534,US,"704  1",
08346534,US,"704  9",
08346534,US,"704 10",
08346534,US,707711,
08346534,US,707741,
08346535,US,"704  2",
08346535,US,"704  7",
08346536,US,"704  1- 10",unstructured
08346536,US,704235,
08346536,US,704257,
08346536,US,704255,
08346536,US,704277,
08346536,US,704251,
08346537,US,"704  9",
08346537,US,704277,
08346537,US,704257,
08346537,US,704235,
08346537,US,"704  2",
08346537,US,709232,
08346537,US,709231,
08346537,US,701533,
08346537,US,701451,
08346537,US,701431,
08346537,US,701420,
08346537,US,455513,
08346537,US,455457,
08346537,US,4554561,
08346537,US,345204,
08346537,US,3406861,
08346537,US,"246  5",
08346538,US,"701  3-  4",unstructured
08346538,US,701500,
08346538,US," 7350402",
08346538,US," 7350417",
08346538,US," 74  5",
08346538,US,356459,
08346538,US,356475-476,unstructured
08346539,US,"704  1",
08346539,US,"704  9",
08346539,US,704231,
08346539,US,704251,
08346539,US,704257,
08346539,US,704271,
08346539,US,704275,
08346539,US,"379  102",
08346539,US,4554121,
08346539,US,4554122,
08346539,US,455413,
08346540,US,"704  1",
08346540,US,"704  9",
08346540,US,"704 10",
08346540,US,707705,
08346540,US,707E17102,
08346540,US,707E17103,
08346541,US,"704  1-  9",unstructured
08346541,US,"704 10",
08346541,US,"704 E1001-E11007",unstructured
08346541,US,707736-757,unstructured
08346542,US,704212,
08346542,US,704224,
08346542,US,"381 57",
08346543,US,None,
08346544,US,704219,
08346544,US,704230,
08346544,US,704220,
08346544,US,704221,
08346544,US,704200,
08346545,US,704226,
08346545,US,704227,
08346545,US,704228,
08346545,US,704208,
08346545,US,704210,
08346545,US,704214,
08346545,US,704215,
08346545,US,704233,
08346545,US,704205,
08346546,US,704207,
08346546,US,704208,
08346546,US,704218,
08346546,US,704228,
08346547,US,704200,
08346547,US,7042001,
08346547,US,704201,
08346547,US,704203,
08346547,US,704204,
08346547,US,704205,
08346547,US,704225,
08346547,US,704229,
08346547,US,704230,
08346547,US,704500,
08346547,US,704501,
08346547,US,704E1901,
08346547,US,"704 15- 19",unstructured
08346547,US,"704  4",
08346548,US,704260,
08346548,US,"704  4",
08346548,US,704258,
08346548,US,704254,
08346548,US,704209,
08346548,US,704231,
08346548,US,715863,
08346548,US,"705 27",
08346548,US,706267,
08346549,US,704231,
08346549,US,704236,
08346549,US,704251,
08346549,US,704255,
08346549,US,7042701,
08346549,US,"379 8801",
08346549,US,718104,
08346549,US,718105,
08346550,US,None,
08346551,US,704244,
08346552,US,704246-250,unstructured
08346553,US,704249,
08346554,US,704252,
08346554,US,704256,
08346554,US,704E1505,
08346554,US,"381 941",
08346554,US,"381 947",
08346555,US,"704  9",
08346555,US,704240,
08346555,US,704257,
08346555,US,704235,
08346555,US,704244,
08346555,US,"379 8822",
08346556,US,704257,
08346556,US,704270,
08346556,US,704275,
08346557,US,704258,
08346557,US,704260,
08346558,US,None,
08346559,US,None,
08346560,US,None,
08346561,US,None,
08346562,US,704275,
08346562,US,381150,
08346563,US,704251,
08346563,US,704257,
08346563,US,704275,
08346563,US,"379 8801",
08346564,US,704500,
08346564,US,704501,
08346564,US,704503-504,unstructured
08346564,US,704263,
08346564,US,704201,
08346565,US,None,
08346566,US,704500,
08346566,US,704219,
08346566,US,704E19001,
08346566,US,704E1901,
08346566,US,704E19018,
08346566,US,704E19023,
08346566,US,704E1902,
08346567,US,704500,
08346567,US,380201,
08346567,US,380203,
08346568,US,"705 35",
08346568,US,"705  1",
08346569,US,None,
08346570,US,"705  2-  3",unstructured
08346571,US,None,
08346572,US,"705  2-  3",unstructured
08346573,US,"705  2-  3",unstructured
08346573,US,600300,
08346574,US,702108,
08346574,US,"705  2",
08346574,US,"705  3",
08346574,US,"705 10",
08346574,US,434276,
08346574,US,434350,
08346575,US," 62  2-  4",unstructured
08346575,US," 62  719",
08346576,US,"705  4",
08346577,US,"705  4",
08346577,US,"705 15- 45",unstructured
08346578,US,"705  4",
08346578,US,"705 144",
08346578,US,"705 1449",
08346578,US,"705 1466",
08346578,US,"705 35",
08346579,US,None,
08346580,US,"705  5",
08346580,US,"705  6",
08346580,US,"705 37",
08346580,US,"705 64",
08346580,US,"705 80",
08346580,US,235380,
08346580,US,235382,
08346581,US,"705  7",
08346581,US,"705  8",
08346581,US,"705  9",
08346581,US,"705 10",
08346582,US,"705  8",
08346582,US,"705  711",
08346583,US,715730,
08346584,US,"705  8",
08346584,US,"705  711",
08346584,US,"705  737",
08346585,US,"705  711",
08346585,US,"705  729",
08346586,US,"705  711-  74",unstructured
08346586,US,"700 99",
08346586,US,700100,
08346586,US,717114,
08346586,US,717136,
08346587,US,"705  7",
08346587,US,"705  712",
08346587,US,715744,
08346588,US,"705  9",
08346588,US,"705  714",
08346589,US,"705  718",
08346590,US,"705  718",
08346591,US,"705 26",
08346592,US,"705  728",
08346593,US,"705  729",
08346594,US,"705  711-  742",unstructured
08346594,US,"705 20",
08346595,US,"705  737",
08346595,US,"705  736",
08346595,US,"705  711",
08346595,US,"705  723",
08346595,US,"705  724",
08346595,US,"705  11",
08346595,US,705330,
08346595,US,705334,
08346595,US,705335,
08346595,US,705337,
08346595,US,705338,
08346595,US,705400,
08346596,US,"705  736",
08346597,US,"705  711-  742",unstructured
08346597,US,709201-244,unstructured
08346597,US,707601-831,unstructured
08346597,US,"345  11-111",unstructured
08346598,US,"705 13",
08346599,US,"705 14",
08346600,US,"705 14",
08346600,US,"705 16",
08346600,US,"705 20",
08346600,US,"705 24",
08346600,US,"705 141",
08346601,US,"705 141",
08346602,US,"705 14",
08346602,US,"705 26",
08346602,US,"705 1416",
08346602,US,"705 1449",
08346602,US,"705 1466",
08346603,US,702182,
08346603,US,"701 22",
08346604,US,"705 144",
08346604,US,"705 1471",
08346604,US,"705 263",
08346604,US,"705 37",
08346605,US,"705 14",
08346605,US,"705 1449",
08346606,US,"705 1465",
08346606,US,"705 1437",
08346607,US,"705 1471",
08346608,US,"705 1473",
08346608,US,"705 144",
08346608,US,"705 1449",
08346609,US,"705 14",
08346610,US,194317,
08346610,US,"221  1",
08346610,US,235379,
08346610,US,235380,
08346610,US,235487,
08346610,US,"340  59",
08346610,US,"705 16",
08346610,US,"705 43",
08346610,US,"705  1",
08346610,US,"705 17",
08346610,US,"705 67",
08346610,US,"714 55",
08346611,US,"705 261",
08346611,US,"705 1413",
08346611,US,"705 1423",
08346611,US,"705 1434",
08346611,US,"705 35",
08346611,US,"705 37",
08346611,US,"705 39",
08346611,US,"705 40",
08346612,US,"705 26",
08346612,US,"705 27",
08346613,US,"705 261",
08346613,US,"705 27",
08346613,US,"705 37",
08346613,US,"705 39",
08346613,US,"705 2641",
08346613,US,"705 2661",
08346613,US,"705 271",
08346613,US,345762,
08346613,US,707102,
08346613,US,702186,
08346614,US,None,
08346615,US,"705 261",
08346615,US,"705 262",
08346615,US,"705 2625",
08346615,US,"705 263",
08346615,US,"705 2635",
08346615,US,"705 264",
08346615,US,"705 2641- 2644",unstructured
08346615,US,"705 265",
08346615,US,"705 2661- 2664",unstructured
08346615,US,"705 267",
08346615,US,"705 268",
08346615,US,"705 2681",
08346615,US,"705 2682",
08346615,US,"705 269",
08346615,US,"705 271",
08346615,US,"705 272",
08346615,US,"705 35",
08346615,US,715779,
08346616,US,"705 261",
08346616,US,"705 30",
08346616,US,"705 35",
08346616,US,"705 36 R",
08346616,US,"705 37",
08346616,US,"705  4",
08346616,US,235380,
08346616,US,235381,
08346616,US,235382,
08346616,US,235493,
08346617,US,"705 261",
08346617,US,"705 267",
08346617,US,705400,
08346618,US,"705 261- 272",unstructured
08346619,US,"705 261",
08346619,US,"705 262",
08346619,US,"705 2625",
08346619,US,"705 263",
08346619,US,"705 2635",
08346619,US,"705 264",
08346619,US,"705 2641- 2644",unstructured
08346619,US,"705 265",
08346619,US,"705 2661- 2664",unstructured
08346619,US,"705 267",
08346619,US,"705 268",
08346619,US,"705 2681",
08346619,US,"705 2682",
08346619,US,"705 269",
08346619,US,"705 271",
08346619,US,"705 272",
08346620,US,"705  1",
08346620,US,"705 144",
08346620,US,"705 261",
08346620,US,"705 271",
08346620,US,"707  3",
08346620,US,"707  6",
08346620,US,707E17022,
08346620,US,707E17112,
08346620,US,707E17008,
08346620,US,707E17085,
08346620,US,707E17014,
08346620,US,715751,
08346620,US,358462,
08346620,US,382187,
08346620,US,382229,
08346620,US,382305,
08346620,US,382306,
08346620,US,382313,
08346621,US,"705 26",
08346621,US,"705 27",
08346621,US,"705 261",
08346621,US,"705 271",
08346621,US,"705 265",
08346622,US,"705 261",
08346622,US,"705 262",
08346622,US,"705 2625",
08346622,US,"705 263",
08346622,US,"705 2635",
08346622,US,"705 264",
08346622,US,"705 2641- 2644",unstructured
08346622,US,"705 265",
08346622,US,"705 2661- 2664",unstructured
08346622,US,"705 267",
08346622,US,"705 268",
08346622,US,"705 2681",
08346622,US,"705 2682",
08346622,US,"705 269",
08346622,US,"705 271",
08346622,US,"705 272",
08346623,US,"705 261",
08346623,US,"705 2661",
08346623,US,"705 267",
08346623,US,"705 271",
08346624,US,"705 26",
08346624,US,"705 27",
08346625,US,"705 267",
08346626,US,"705 14",
08346626,US,"705 26",
08346626,US,"705 27",
08346626,US,"705 261",
08346626,US,"705 268",
08346627,US,"705 26",
08346627,US,"705 27",
08346628,US,"705 261- 272",unstructured
08346628,US,"705 141- 1473",unstructured
08346629,US,"705 261",
08346629,US,"705 262",
08346629,US,"705 263",
08346629,US,"705 264",
08346629,US,"705 271",
08346629,US,707706,
08346629,US,707748,
08346629,US,707749,
08346629,US,707750,
08346629,US,707751,
08346630,US,None,
08346631,US,209517,
08346631,US," 83 73",
08346631,US,700167,
08346631,US,144335,
08346631,US,"144 41",
08346631,US,144329,
08346631,US,1441173,
08346631,US,1441931,
08346631,US,"705 28",
08346631,US,"705 23",
08346632,US,"705 28",
08346633,US,"705 28",
08346634,US,"705 28",
08346634,US,"705  1",
08346634,US,"705 14",
08346634,US,"705 21- 22",unstructured
08346634,US,"705 26",
08346634,US,"705 41",
08346634,US,"705 16",
08346634,US,"705 39",
08346634,US,"705 67",
08346634,US,"707  3",
08346634,US,"707 10",
08346634,US,707204,
08346634,US,709201,
08346634,US,235383,
08346635,US,None,
08346636,US,"705 39",
08346636,US,"705 34",
08346636,US,"705 44",
08346637,US,"705 35",
08346637,US,"705 44",
08346638,US,"705 35",
08346638,US,"705 40- 45",unstructured
08346639,US,"705 14",
08346639,US,"705 21",
08346639,US,"705 22",
08346639,US,"705 26",
08346639,US,"705 35",
08346639,US,"705 38",
08346639,US,"705 39",
08346639,US,"705 41",
08346639,US,"705 44",
08346639,US,"705 50",
08346639,US,"705 74",
08346639,US,"705 75",
08346639,US,701117,
08346639,US,709203,
08346639,US,709205,
08346639,US,709224,
08346639,US,235380,
08346639,US,235381,
08346639,US,235382,
08346639,US,235383,
08346639,US,235435,
08346639,US,235492,
08346639,US,"340 1041",
08346639,US,3405727,
08346639,US,34042635,
08346639,US,380270,
08346639,US,"379 9102",
08346639,US,348150,
08346639,US,455406,
08346639,US,194205,
08346639,US,"725 78",
08346639,US,70799903,
08346640,US,"705 43",
08346640,US,235379,
08346641,US,"705 35",
08346641,US,"705 36 R",
08346641,US,"705 37",
08346641,US,"705 38",
08346641,US,"705 39",
08346641,US,"705 40",
08346641,US,"705 41",
08346641,US,"705 42",
08346642,US,"705 35- 40",unstructured
08346643,US,"705 35",
08346643,US,"705 40",
08346644,US,"705 35",
08346645,US,"705 35",
08346645,US,"705 36 R",
08346646,US,None,
08346647,US,"705 35- 37",unstructured
08346648,US,"705  4",
08346648,US,"705  2",
08346648,US,"705  11",
08346648,US,"705 35",
08346648,US,"705 36 R",
08346648,US,"705 36 T",
08346648,US,"705 38",
08346648,US,"705 39",
08346648,US,"705 37",
08346648,US,"705 80",
08346649,US,None,
08346650,US,"705 35",
08346650,US,"705  4",
08346650,US,"705 36 R",
08346651,US,None,
08346652,US,"705 35- 45",unstructured
08346653,US,None,
08346654,US,"705 35",
08346654,US,"705 37",
08346655,US,None,
08346656,US,"705 35",
08346656,US,"705 36 R",
08346656,US,"705 37",
08346657,US,"705 38",
08346657,US,"705 39",
08346657,US,"705 40",
08346657,US,"705  711-  742",unstructured
08346658,US,"705  4",
08346658,US,"705  7",
08346658,US,"705 35",
08346658,US,"705 36 R",
08346658,US,"705 38",
08346658,US,"705 40",
08346658,US,705412,
08346658,US,717177,
08346659,US,"705 35",
08346659,US,"705 36 R",
08346659,US,"705 39",
08346659,US,"705 37",
08346660,US,"705 35- 45",unstructured
08346660,US,"705 34",
08346660,US,"705 14",
08346660,US,"705 64",
08346660,US,"705 65",
08346661,US,"705 1427",
08346661,US,"705 30",
08346662,US,"705 15- 45",unstructured
08346662,US,"705  1",
08346662,US,"705 14",
08346662,US,715706,
08346663,US,"705 41",
08346663,US,235379,
08346663,US,209534,
08346663,US,341176,
08346664,US,"705  1- 39",unstructured
08346664,US,"719  1-318",unstructured
08346664,US,"726  1- 28",unstructured
08346665,US,"705 35",
08346665,US,"705 38",
08346665,US,"705 44",
08346666,US,"705  4- 44",unstructured
08346667,US,"705 50",
08346667,US,705319,
08346667,US,"726  5",
08346668,US,"705 67",
08346669,US,"705 54",
08346669,US,"705 61",
08346670,US,"705 44",
08346670,US,"705 75",
08346670,US,"340 101",
08346670,US,235382,
08346671,US,"705 64",
08346671,US,"705 67",
08346671,US,"705 75",
08346671,US,"705 1438",
08346671,US,"902  2",
08346671,US,"902 22",
08346671,US,"902 25",
08346671,US,"902 27",
08346671,US,"902 40",
08346672,US,"705 75",
08346673,US,"705  1",
08346673,US,705307,
08346674,US,"705  11",
08346674,US,705330,
08346674,US,705401,
08346674,US,"700 90",
08346674,US,700224,
08346675,US,"705  4 X X",
08346675,US,"705  3 X X",
08346675,US,"705 28",
08346675,US,235385,
08346675,US,382101,
08346676,US,"705 22",
08346676,US,"705 28",
08346676,US,705401,
08346676,US,705408,
08346676,US,705410,
08346676,US,"705  11",
08346676,US,705333,
08346676,US,705335,
08346676,US,705500,
08346677,US,"705  1",
08346677,US,"705 26",
08346677,US,705400,
08346677,US,"705  11",
08346677,US,"705 16- 18",unstructured
08346677,US,"705 21",
08346677,US,"705 261- 30",unstructured
08346677,US,"705 34",
08346677,US,"705 35",
08346677,US,"705 37",
08346677,US,"705 39- 44",unstructured
08346677,US,705346,
08346677,US,"705 64- 69",unstructured
08346677,US,370465,
08346677,US,370466,
08346677,US,709246,
08346677,US,709230,
08346677,US,709232,
08346677,US,709227,
08346677,US,709217,
08346677,US,709203,
08346677,US,709218,
08346677,US,709219,
08346677,US,709249,
08346677,US,715513,
08346677,US,"340  541",
08346677,US,"340  54",
08346677,US,"340  564",
08346678,US,"705  11",
08346678,US,"705 16- 18",unstructured
08346678,US,"705 21",
08346678,US,"705 261- 30",unstructured
08346678,US,"705 34",
08346678,US,"705 35",
08346678,US,"705 37",
08346678,US,"705 39- 44",unstructured
08346678,US,705346,
08346678,US,"705 64- 69",unstructured
08346678,US,"340  541",
08346678,US,"340  54",
08346678,US,"340  564",
08346678,US,709218,
08346678,US,709219,
08346678,US,709249,
08346679,US,705400,
08346679,US,705412,
08346679,US,"705 34",
08346679,US,"705  11",
08346679,US,"705 261- 269",unstructured
08346679,US,"705 28- 30",unstructured
08346679,US,"705 39",
08346679,US,"705 40",
08346679,US,"705  712",
08346679,US,"705  713",
08346679,US,"165 45",
08346679,US," 606411-6415",unstructured
08346679,US,700300,
08346679,US,700295,
08346680,US,"706 11",
08346681,US,None,
08346682,US,None,
08346683,US,"706 11",
08346683,US,"706 45",
08346684,US,"706 12",
08346685,US,"706 12",
08346686,US,"706 12",
08346686,US,"706 45",
08346686,US,707771,
08346687,US,"706 12",
08346688,US,"706 12",
08346689,US,None,
08346690,US,"706 14",
08346691,US,"706 15",
08346691,US,"706 12",
08346692,US,None,
08346693,US,None,
08346694,US,"706 45",
08346694,US,"714 26",
08346695,US,"706 45",
08346695,US,345424,
08346696,US,"706 45",
08346697,US,None,
08346698,US,None,
08346699,US,"706 45",
08346700,US,"706 46",
08346700,US,"701 291",
08346701,US,"706 46",
08346701,US,"706 48",
08346701,US,"706 50",
08346701,US,"706 54",
08346701,US,"706 59",
08346701,US,"706 62",
08346702,US,"706 45",
08346702,US,"706 46",
08346702,US,707602,
08346702,US,707811,
08346702,US,"704  9",
08346703,US,"706 46",
08346703,US,340902,
08346704,US,None,
08346706,US,None,
08346707,US,"706 48",
08346708,US,None,
08346709,US,"706 52",
08346709,US,"705 1449",
08346710,US,"706 52",
08346711,US,None,
08346712,US,None,
08346713,US,"706 62",
08346713,US,34087001,
08346713,US,"702 61",
08346713,US,716109,
08346714,US,None,
08346715,US,None,
08346716,US,707608,
08346717,US,707705,
08346717,US,707609,
08346718,US,709206,
08346718,US,709201,
08346718,US,709203,
08346718,US,709228,
08346718,US,709219,
08346718,US,707201,
08346718,US,707104,
08346718,US,707203,
08346718,US,707200,
08346718,US,707610,
08346718,US,455574,
08346718,US,39520078,
08346719,US,None,
08346720,US,None,
08346721,US,707610,
08346722,US,707610,
08346722,US,707626,
08346722,US,707770,
08346722,US,707634,
08346722,US,707638,
08346722,US,707639,
08346723,US,None,
08346724,US,None,
08346725,US,None,
08346726,US,707204,
08346726,US,707640,
08346726,US,707999204,
08346727,US,707640,
08346727,US,707649,
08346728,US,707600-831,unstructured
08346728,US,"711  1-  5",unstructured
08346728,US,711100,
08346728,US,711161,
08346728,US,711162,
08346729,US,None,
08346730,US,707664,
08346730,US,707692,
08346731,US,"707  1",
08346731,US,"707  3",
08346731,US,707200,
08346731,US,707204,
08346731,US,707640,
08346731,US,707673,
08346732,US,None,
08346733,US,None,
08346734,US,None,
08346735,US,None,
08346736,US,None,
08346737,US,"707  2",
08346737,US,707102,
08346737,US,"715 13",
08346737,US,717136,
08346738,US,707693,
08346739,US,None,
08346740,US,707200,
08346740,US,707694,
08346740,US,711170,
08346740,US,"705  8",
08346741,US,None,
08346742,US,None,
08346743,US,707649,
08346743,US,707696,
08346743,US,707702,
08346744,US,707705,
08346744,US,718100,
08346745,US,707705,
08346745,US,707706,
08346745,US,707713,
08346745,US,707741,
08346745,US,707748,
08346745,US,707754,
08346745,US,707769,
08346746,US,None,
08346747,US,707705,
08346747,US,707803,
08346748,US,707706,
08346748,US,707749,
08346748,US,707791,
08346748,US,707795,
08346748,US,707960,
08346749,US,707705-713,unstructured
08346749,US,707732,
08346749,US,707783-785,unstructured
08346749,US,707719,
08346749,US,707767,
08346749,US,702181-182,unstructured
08346749,US,"705 1473",
08346749,US,"705 10",
08346749,US,"705  1-  2",unstructured
08346749,US,"705 26- 27",unstructured
08346749,US,709203,
08346749,US,709215-220,unstructured
08346749,US,715867,
08346749,US,715759,
08346750,US,707706-709,unstructured
08346750,US,707723,
08346750,US,707726,
08346750,US,707728,
08346750,US,707731,
08346750,US,707748,
08346751,US,707705,
08346751,US,707708,
08346751,US,707722-725,unstructured
08346752,US,707708,
08346752,US,707754,
08346752,US,719328,
08346752,US,719329,
08346753,US,707709,
08346753,US,707711,
08346753,US,707722,
08346753,US,707748,
08346754,US,707705-731,unstructured
08346754,US,707741-755,unstructured
08346755,US,707709-711,unstructured
08346756,US,"707  5",
08346756,US,707711,
08346756,US,"704  4",
08346756,US,"704  8",
08346757,US,707713,
08346757,US,707714,
08346757,US,707718,
08346757,US,707721,
08346757,US,707728,
08346757,US,707730,
08346757,US,707731,
08346757,US,707748,
08346757,US,707750,
08346757,US,707752,
08346757,US,707765,
08346758,US,707713,
08346758,US,707E17017,
08346758,US,707E17129,
08346758,US,707E17069,
08346758,US,707797,
08346758,US,707769,
08346758,US,707788,
08346758,US,370328,
08346758,US,4554561,
08346759,US,None,
08346760,US,712221,
08346760,US,712205,
08346760,US,712206,
08346760,US,712217,
08346760,US,707720,
08346761,US,None,
08346762,US,"707 10",
08346762,US,707722,
08346762,US,707756,
08346762,US,701202,
08346763,US,707600-831,unstructured
08346763,US,707899,
08346763,US,707999001-999206,unstructured
08346764,US,707765,
08346764,US,707770,
08346764,US,707E17074,
08346764,US,707723,
08346764,US,707796,
08346764,US,707735,
08346764,US,707745,
08346764,US,707777,
08346764,US,"704  9",
08346764,US,704257,
08346764,US,704E15018,
08346764,US,715205,
08346764,US,715258,
08346765,US,707723,
08346765,US,707748,
08346765,US,707752-753,unstructured
08346765,US,707705-706,unstructured
08346765,US,707722,
08346765,US,707724-725,unstructured
08346765,US,707769,
08346766,US,707790,
08346766,US,707798,
08346767,US,None,
08346768,US,709203-205,unstructured
08346768,US,709215-220,unstructured
08346768,US,715234,
08346768,US,715229,
08346768,US,715744,
08346768,US,715751,
08346768,US,715753,
08346768,US,715758,
08346768,US,715759,
08346768,US,715253,
08346768,US,715277,
08346768,US,"704  1",
08346768,US,"704  7- 10",unstructured
08346768,US,707609-617,unstructured
08346768,US,707656,
08346768,US,707705-707,unstructured
08346768,US,707737-738,unstructured
08346768,US,707802,
08346768,US,707821-822,unstructured
08346768,US,707828-829,unstructured
08346768,US,707728-731,unstructured
08346769,US,707705,
08346769,US,707736,
08346769,US,707781,
08346769,US,707782,
08346769,US,707912,
08346770,US,"707  3",
08346771,US,34833305,
08346771,US,707737,
08346772,US,707737,
08346772,US,707792,
08346772,US,707805,
08346772,US,707809,
08346772,US,707E17046,
08346772,US,707E17047,
08346772,US,707E1764,
08346772,US,707E17089,
08346772,US,707E17091,
