patent,prim,class,subclass
08344957,0,455,550.1,4555501
08344957,0,455,575.7,4555757
08344958,1,343,728,343728
08344958,0,343,725,343725
08344958,0,343,841,343841
08344958,0,343,"700. MS","343700 MS"
08344958,0,235,492,235492
08344958,0,340,572.7,3405727
08344959,1,343,744,343744
08344959,0,343,743,343743
08344960,1,343,792,343792
08344960,0,343,793,343793
08344961,1,343,812,343812
08344961,0,343,846,343846
08344961,0,343,873,343873
08344961,0,343,909,343909
08344962,1,343,848,343848
08344964,1,343,909,343909
08344964,0,343,"700. MS","343700 MS"
08344964,0,343,824,343824
08344965,1,345,"  8","345  8"
08344965,0,345,"  5","345  5"
08344965,0,345,"  7","345  7"
08344965,0,345,156,345156
08344966,1,345," 34","345 34"
08344966,0,345," 33","345 33"
08344967,1,345," 60","345 60"
08344968,1,345," 60","345 60"
08344968,0,345,204,345204
08344969,1,345," 76","345 76"
08344969,0,345," 77","345 77"
08344969,0,345," 82","345 82"
08344969,0,345," 87","345 87"
08344969,0,345,103,345103
08344970,1,345," 76","345 76"
08344970,0,345,690,345690
08344970,0,345,204,345204
08344971,1,345," 76","345 76"
08344971,0,345," 82","345 82"
08344971,0,345,212,345212
08344971,0,315,169.1,3151691
08344972,1,345," 76","345 76"
08344972,0,345," 82","345 82"
08344972,0,345,204,345204
08344972,0,315,169.3,3151693
08344973,1,345," 82","345 82"
08344974,1,345," 82","345 82"
08344974,0,345,211,345211
08344975,1,345," 82","345 82"
08344976,1,345," 87","345 87"
08344976,0,345,582,345582
08344977,1,345," 89","345 89"
08344977,0,345,102,345102
08344977,0,345," 87","345 87"
08344977,0,345," 88","345 88"
08344977,0,345," 90","345 90"
08344977,0,345," 91","345 91"
08344977,0,345," 92","345 92"
08344977,0,345," 93","345 93"
08344977,0,345," 94","345 94"
08344977,0,345," 95","345 95"
08344977,0,345," 96","345 96"
08344977,0,345," 97","345 97"
08344977,0,345," 98","345 98"
08344977,0,345," 99","345 99"
08344977,0,345,100,345100
08344977,0,345,103,345103
08344977,0,345,104,345104
08344977,0,345,204,345204
08344977,0,345,207,345207
08344977,0,345,211,345211
08344977,0,345,212,345212
08344977,0,345,213,345213
08344978,1,345," 89","345 89"
08344978,0,341,144,341144
08344979,1,345," 89","345 89"
08344979,0,345,690,345690
08344979,0,345,204,345204
08344980,1,345," 90","345 90"
08344980,0,345," 98","345 98"
08344980,0,345,204,345204
08344980,0,345,208,345208
08344980,0,345,210,345210
08344980,0,345,214,345214
08344981,1,345," 92","345 92"
08344981,0,345," 90","345 90"
08344982,1,345," 92","345 92"
08344982,0,345," 76","345 76"
08344982,0,345," 82","345 82"
08344983,1,345," 94","345 94"
08344983,0,345," 87","345 87"
08344983,0,345,204,345204
08344983,0,345,208,345208
08344984,1,345," 96","345 96"
08344984,0,345," 99","345 99"
08344984,0,345,209,345209
08344985,1,345," 98","345 98"
08344985,0,345," 89","345 89"
08344986,1,345," 98","345 98"
08344987,1,345," 98","345 98"
08344987,0,345,100,345100
08344988,1,345,100,345100
08344988,0,377," 64","377 64"
08344988,0,377," 70","377 70"
08344988,0,377," 72","377 72"
08344989,1,345,100,345100
08344989,0,377," 64","377 64"
08344990,1,345,100,345100
08344990,0,345," 88","345 88"
08344990,0,345," 96","345 96"
08344990,0,345," 98","345 98"
08344990,0,345,104,345104
08344990,0,345,206,345206
08344990,0,345,209,345209
08344990,0,349," 84","349 84"
08344990,0,349,147,349147
08344990,0,349,140,349140
08344991,1,345,100,345100
08344991,0,345,213,345213
08344992,1,345,100,345100
08344993,1,345,102,345102
08344994,1,345,102,345102
08344994,0,345," 95","345 95"
08344994,0,345," 99","345 99"
08344994,0,345,104,345104
08344995,1,345,102,345102
08344995,0,345,104,345104
08344995,0,345,156,345156
08344995,0,345,173,345173
08344995,0,345,659,345659
08344995,0,345,690,345690
08344995,0,715,784,715784
08344995,0,715,785,715785
08344995,0,715,786,715786
08344995,0,715,787,715787
08344995,0,178," 18.01","178 1801"
08344995,0,362," 97.1","362 971"
08344996,1,345,107,345107
08344996,0,345," 87","345 87"
08344996,0,345," 94","345 94"
08344996,0,345,103,345103
08344996,0,345,204,345204
08344996,0,348,790,348790
08344996,0,348,792,348792
08344996,0,349," 12","349 12"
08344996,0,349," 33","349 33"
08344996,0,349," 34","349 34"
08344997,1,345,108,345108
08344998,1,345,156,345156
08344998,0,715,863,715863
08344999,1,345,156,345156
08344999,0,345,169,345169
08344999,0,345,157,345157
08344999,0,345,173,345173
08344999,0,178," 18.01","178 1801"
08344999,0,463," 36","463 36"
08344999,0,463," 37","463 37"
08344999,0,340," 12.51","340 1251"
08344999,0,340," 13.26","340 1326"
08345000,1,345,156,345156
08345000,0,345,157,345157
08345000,0,345,179,345179
08345001,1,345,157,345157
08345001,0,156,158,156158
08345001,0,382,103,382103
08345002,1,345,157,345157
08345002,0,345,156,345156
08345002,0,345,158,345158
08345002,0,345,179,345179
08345002,0,345,166,345166
08345002,0,348,734,348734
08345002,0,178," 19.05","178 1905"
08345003,1,345,157,345157
08345003,0,345,158,345158
08345003,0,345,160,345160
08345003,0,345,164,345164
08345003,0,345,166,345166
08345004,1,345,161,345161
08345004,0,463," 38","463 38"
08345004,0,463," 37","463 37"
08345004,0,700,264,700264
08345004,0,345,163,345163
08345004,0,345,167,345167
08345004,0,345,184,345184
08345005,1,345,161,345161
08345005,0,345,156,345156
08345006,1,345,163,345163
08345006,0,345,156,345156
08345007,1,345,163,345163
08345007,0,345,156,345156
08345007,0,345,160,345160
08345007,0,715,230,715230
08345008,1,345,168,345168
08345008,0,345,169,345169
08345008,0,345,173,345173
08345008,0,345,174,345174
08345008,0,715,773,715773
08345009,1,345,168,345168
08345009,0,345,173,345173
08345010,1,345,169,345169
08345010,0," 49",199," 49199"
08345010,0,340,"  5.71","340  571"
08345011,1,345,172,345172
08345012,1,345,172,345172
08345012,0,345,168,345168
08345012,0,345,169,345169
08345012,0,345,170,345170
08345012,0,345,171,345171
08345013,1,345,173,345173
08345013,0,434,112,434112
08345013,0,340,407.1,3404071
08345014,1,345,173,345173
08345014,0,345,179,345179
08345014,0,463," 36","463 36"
08345014,0,178," 18.01","178 1801"
08345015,1,345,173,345173
08345015,0,345,176,345176
08345015,0,178," 18.01","178 1801"
08345015,0,178," 18.09","178 1809"
08345016,1,345,173,345173
08345016,0,345,168,345168
08345016,0,345,104,345104
08345016,0,345,169,345169
08345016,0,178," 18.06","178 1806"
08345016,0,463," 37","463 37"
08345017,1,345,173,345173
08345017,0,715,863,715863
08345018,1,345,173,345173
08345018,0,340,407.1,3404071
08345019,1,345,174,345174
08345020,1,345,174,345174
08345020,0,345,176,345176
08345020,0,178," 18.06","178 1806"
08345020,0,178," 18.07","178 1807"
08345021,1,345,176,345176
08345021,0,345,174,345174
08345022,1,345,178,345178
08345022,0,345,174,345174
08345022,0,178," 18.02","178 1802"
08345022,0,178," 18.05","178 1805"
08345022,0,178," 20.01","178 2001"
08345023,1,345,179,345179
08345023,0,345,173,345173
08345023,0,178," 18.01","178 1801"
08345023,0,178," 18.03","178 1803"
08345023,0,178," 19.01","178 1901"
08345024,1,345,204,345204
08345024,0,345," 30","345 30"
08345024,0,345," 82","345 82"
08345024,0,345,107,345107
08345025,1,345,204,345204
08345025,0,345,158,345158
08345025,0,360," 69","360 69"
08345025,0,700,302,700302
08345026,1,345,204,345204
08345026,0,345,100,345100
08345027,1,345,204,345204
08345027,0,345,205,345205
08345027,0,345," 78","345 78"
08345028,1,345,204,345204
08345028,0,345," 64","345 64"
08345028,0,345," 65","345 65"
08345028,0,345," 66","345 66"
08345028,0,345," 67","345 67"
08345028,0,345," 68","345 68"
08345028,0,377," 69","377 69"
08345028,0,377," 70","377 70"
08345028,0,377," 71","377 71"
08345028,0,377," 72","377 72"
08345028,0,377," 73","377 73"
08345029,1,345,204,345204
08345029,0,345,"  3.4","345  34"
08345029,0,348,554,348554
08345030,1,345,205,345205
08345030,0,345,206,345206
08345031,1,345,211,345211
08345031,0,345," 50","345 50"
08345031,0,345," 52","345 52"
08345031,0,345," 84","345 84"
08345032,1,345,211,345211
08345032,0,345," 76","345 76"
08345033,1,345,211,345211
08345034,1,345,212,345212
08345034,0,345," 60","345 60"
08345034,0,345,204,345204
08345034,0,345,211,345211
08345034,0,315,"209. R","315209 R"
08345034,0,315,217,315217
08345034,0,315,224,315224
08345035,1,345,212,345212
08345036,1,345,213,345213
08345036,0,345,698,345698
08345037,1,345,213,345213
08345037,0,345," 87","345 87"
08345037,0,345,100,345100
08345037,0,345,204,345204
08345037,0,345,214,345214
08345038,1,345,214,345214
08345038,0,345," 89","345 89"
08345038,0,345,102,345102
08345038,0,345,158,345158
08345038,0,345,426,345426
08345038,0,382,169,382169
08345038,0,382,263,382263
08345039,1,345,214,345214
08345039,0,345," 76","345 76"
08345039,0,345," 80","345 80"
08345040,1,345,419,345419
08345040,0,715,790,715790
08345040,0,715,794,715794
08345041,1,345,419,345419
08345041,0,345,427,345427
08345041,0,345,428,345428
08345041,0,345,604,345604
08345041,0,345,611,345611
08345041,0,382,104,382104
08345041,0,382,154,382154
08345042,1,345,420,345420
08345043,1,345,420,345420
08345043,0,345,581,345581
08345043,0,345,619,345619
08345043,0,345,672,345672
08345043,0,703,"  1","703  1"
08345044,1,345,420,345420
08345044,0,345,473,345473
08345044,0,345,419,345419
08345045,1,345,426,345426
08345045,0,345,418,345418
08345046,1,345,426,345426
08345046,0,345,419,345419
08345046,0,345,582,345582
08345047,1,345,440,345440
08345048,1,345,440,345440
08345048,0,345,629,345629
08345049,1,345,473,345473
08345049,0,345,474,345474
08345049,0,345,475,345475
08345049,0,345,629,345629
08345049,0,715,706,715706
08345049,0,715,757,715757
08345049,0,715,777,715777
08345050,1,345,473,345473
08345051,1,345,501,345501
08345051,0,345,522,345522
08345052,1,345,502,345502
08345053,1,345,505,345505
08345053,0,345,501,345501
08345054,1,345,520,345520
08345054,0,709,225,709225
08345055,1,345,560,345560
08345055,0,345,100,345100
08345055,0,345,505,345505
08345055,0,345,546,345546
08345055,0,345,564,345564
08345055,0,345,690,345690
08345055,0,348,447,348447
08345056,1,345,581,345581
08345056,0,345,418,345418
08345056,0,345,419,345419
08345056,0,345,420,345420
08345056,0,345,441,345441
08345056,0,345,442,345442
08345056,0,345,582,345582
08345056,0,345,585,345585
08345056,0,345,619,345619
08345057,1,345,581,345581
08345057,0,345,418,345418
08345057,0,345,619,345619
08345057,0,345,548,345548
08345057,0,348," 96","348 96"
08345057,0,348,169,348169
08345057,0,348,207.1,3482071
08345057,0,348,208.14,34820814
08345057,0,382,209,382209
08345057,0,382,217,382217
08345057,0,382,254,382254
08345057,0,382,305,382305
08345057,0,715,764,715764
08345057,0,715,781,715781
08345057,0,715,803,715803
08345057,0,715,806,715806
08345058,1,345,581,345581
08345058,0,345,204,345204
08345058,0,345,418,345418
08345058,0,345,501,345501
08345058,0,345,534,345534
08345058,0,345,691,345691
08345058,0,711,100,711100
08345058,0,715,211,715211
08345058,0,715,273,715273
08345058,0,715,700,715700
08345058,0,715,856,715856
08345059,1,345,581,345581
08345059,0,345,501,345501
08345059,0,345,522,345522
08345059,0,345,619,345619
08345060,1,345,589,345589
08345060,0,345,600,345600
08345061,1,345,589,345589
08345061,0,345,581,345581
08345061,0,345,594,345594
08345061,0,345,617,345617
08345061,0,345,690,345690
08345061,0,348,179,348179
08345061,0,348,552,348552
08345061,0,348,557,348557
08345061,0,348,603,348603
08345061,0,358,518,358518
08345061,0,382,167,382167
08345061,0,382,254,382254
08345061,0,382,274,382274
08345061,0,715,273,715273
08345061,0,715,275,715275
08345061,0,715,700,715700
08345062,1,345,593,345593
08345062,0,345,581,345581
08345062,0,345,589,345589
08345062,0,345,619,345619
08345062,0,345,157,345157
08345062,0,358,518,358518
08345062,0,358,522,358522
08345062,0,382,168,382168
08345062,0,382,209,382209
08345062,0,382,217,382217
08345062,0,715,825,715825
08345062,0,715,856,715856
08345062,0,715,860,715860
08345063,1,345,611,345611
08345063,0,382,264,382264
08345064,1,345,619,345619
08345064,0,345,423,345423
08345065,1,345,629,345629
08345065,0,345,634,345634
08345065,0,345,638,345638
08345065,0,345,641,345641
08345066,1,345,633,345633
08345066,0,345,421,345421
08345066,0,345,629,345629
08345067,1,345,653,345653
08345067,0,600,424,600424
08345067,0,600,427,600427
08345068,1,345,684,345684
08345068,0,345,173,345173
08345068,0,715,784,715784
08345069,1,345,690,345690
08345070,1,345,690,345690
08345070,0,345,428,345428
08345070,0,345,589,345589
08345070,0,345,691,345691
08345070,0,348,441,348441
08345070,0,348,451,348451
08345070,0,348,443,348443
08345071,1,345,690,345690
08345072,1,345,690,345690
08345072,0,345,581,345581
08345072,0,345,606,345606
08345072,0,345,204,345204
08345072,0,348,557,348557
08345072,0,348,791,348791
08345072,0,348,807,348807
08345072,0,358,519,358519
08345072,0,358,523,358523
08345072,0,358,525,358525
08345072,0,382,162,382162
08345072,0,382,166,382166
08345072,0,382,254,382254
08345072,0,382,274,382274
08345073,1,345,901,345901
08345073,0,345,173,345173
08345074,1,347,130,347130
08345074,0,347,111,347111
08345074,0,347,119,347119
08345074,0,347,129,347129
08345074,0,347,132,347132
08345074,0,347,238,347238
08345075,1,347,171,347171
08345076,1,347,224,347224
08345077,1,347,241,347241
08345077,0,347,256,347256
08345078,1,347,257,347257
08345078,0,347,241,347241
08345078,0,347,242,347242
08345078,0,347,256,347256
08345078,0,359,846,359846
08345078,0,359,849,359849
08345079,1,348," 14.01","348 1401"
08345079,0,370,352,370352
08345080,1,348," 14.02","348 1402"
08345080,0,348,180,348180
08345081,1,348," 14.08","348 1408"
08345081,0,348," 14.12","348 1412"
08345081,0,348," 14.09","348 1409"
08345082,1,348," 14.08","348 1408"
08345082,0,348," 14.09","348 1409"
08345082,0,348," 14.12","348 1412"
08345083,1,348," 14.09","348 1409"
08345083,0,348," 14.13","348 1413"
08345084,1,348," 45","348 45"
08345084,0,348," 49","348 49"
08345084,0,348," 68","348 68"
08345085,1,348," 46","348 46"
08345085,0,348," 42","348 42"
08345085,0,348," 43","348 43"
08345086,1,348," 49","348 49"
08345087,1,348," 51","348 51"
08345087,0,349," 62","349 62"
08345088,1,348," 51","348 51"
08345088,0,348," 54","348 54"
08345088,0,348,290,348290
08345088,0,348,E13.03,348E1303
08345088,0,348,E13.022,348E13022
08345088,0,348,E13.042,348E13042
08345088,0,348,E13.001,348E13001
08345088,0,348,E13.026,348E13026
08345088,0,359,462,359462
08345089,1,348," 65","348 65"
08345090,1,348," 65","348 65"
08345090,0,348," 68","348 68"
08345090,0,348," 73","348 73"
08345090,0,600,109,600109
08345091,1,348," 65","348 65"
08345091,0,606," 78","606 78"
08345092,1,348," 76","348 76"
08345092,0,257,680,257680
08345093,1,348," 79","348 79"
08345093,0,348," 80","348 80"
08345093,0,382,128,382128
08345093,0,382,276,382276
08345093,0,359,385,359385
08345093,0,359,386,359386
08345093,0,359,387,359387
08345093,0,359,388,359388
08345093,0,359,389,359389
08345093,0,359,390,359390
08345094,1,348," 84","348 84"
08345094,0," 73","  1.01"," 73  101"
08345094,0,348,125,348125
08345095,1,348,118,348118
08345096,1,348,139,348139
08345096,0,382,106,382106
08345096,0,382,103,382103
08345096,0,356,"  3.14","356  314"
08345097,1,348,143,348143
08345097,0,348,154,348154
08345097,0,396,427,396427
08345098,1,348,148,348148
08345098,0,348,149,348149
08345098,0,348,143,348143
08345098,0,348,159,348159
08345099,1,348,148,348148
08345100,1,348,148,348148
08345100,0,382,274,382274
08345101,1,348,150,348150
08345101,0,348,143,348143
08345101,0,348,169,348169
08345102,1,348,157,348157
08345103,1,348,164,348164
08345103,0,348,168,348168
08345103,0,348,273,348273
08345104,1,348,187,348187
08345104,0,348,220.1,3482201
08345105,1,348,207.1,3482071
08345105,0,348,211.2,3482112
08345106,1,348,207.1,3482071
08345106,0,348,222.1,3482221
08345106,0,348,333.11,34833311
08345106,0,382,282,382282
08345107,1,348,207.2,3482072
08345107,0,348,333.05,34833305
08345108,1,348,208.12,34820812
08345108,0,348,208.1,3482081
08345108,0,348,364,348364
08345109,1,348,208.16,34820816
08345109,0,348,208.12,34820812
08345109,0,348,296,348296
08345110,1,348,208.4,3482084
08345110,0,348,699,348699
08345111,1,348,208.7,3482087
08345111,0,348,208.4,3482084
08345112,1,348,222.1,3482221
08345113,1,348,222.1,3482221
08345113,0,348,231.2,3482312
08345114,1,348,222.1,3482221
08345114,0,382,118,382118
08345114,0,382,231,382231
08345114,0,382,254,382254
08345115,1,348,222.1,3482221
08345116,1,348,222.1,3482221
08345116,0,348,241,348241
08345116,0,348,273,348273
08345117,1,348,222.1,3482221
08345117,0,348,272,348272
08345118,1,348,222.1,3482221
08345118,0,348,231.3,3482313
08345119,1,348,222.1,3482221
08345119,0,348,241,348241
08345120,1,348,229.1,3482291
08345120,0,348,362,348362
08345120,0,348,364,348364
08345120,0,348,371,348371
08345121,1,348,229.1,3482291
08345121,0,348,222.1,3482221
08345121,0,348,234,348234
08345121,0,348,241,348241
08345121,0,382,254,382254
08345122,1,348,230.1,3482301
08345122,0,348,317,348317
08345122,0,348,552,348552
08345123,1,348,231.1,3482311
08345123,0,359,819,359819
08345124,1,348,231.99,34823199
08345124,0,348,231.6,3482316
08345124,0,348,231.9,3482319
08345125,1,348,239,348239
08345125,0,348,218.1,3482181
08345126,1,348,241,348241
08345126,0,348,308,348308
08345127,1,348,241,348241
08345127,0,348,222.1,3482221
08345127,0,348,272,348272
08345129,1,348,246,348246
08345129,0,348,127,348127
08345129,0,348,615,348615
08345129,0,345,214,345214
08345129,0,702,182,702182
08345130,1,348,251,348251
08345130,0,348,241,348241
08345131,1,348,262,348262
08345131,0,348,218.1,3482181
08345132,1,348,272,348272
08345132,0,348,222.1,3482221
08345133,1,348,294,348294
08345133,0,348,280,348280
08345134,1,348,294,348294
08345134,0,257,215,257215
08345134,0,438," 75","438 75"
08345135,1,348,302,348302
08345135,0,348,304,348304
08345135,0,348,306,348306
08345136,1,348,308,348308
08345137,1,348,308,348308
08345137,0,348,301,348301
08345138,1,348,312,348312
08345138,0,348,222.1,3482221
08345138,0,348,500,348500
08345138,0,348,221.1,3482211
08345138,0,370,366,370366
08345138,0,396,180,396180
08345139,1,348,333.01,34833301
08345139,0,348,345,348345
08345139,0,396,378,396378
08345139,0,359,644,359644
08345140,1,348,333.03,34833303
08345140,0,348,135,348135
08345140,0,348,140,348140
08345141,1,348,333.05,34833305
08345141,0,348,333.01,34833301
