patent,prim,class,subclass
08344712,0,323,222,323222
08344712,0,323,283,323283
08344712,0,323,285,323285
08344713,1,323,273,323273
08344713,0,323,315,323315
08344714,1,323,274,323274
08344714,0,307," 87","307 87"
08344714,0,307,130,307130
08344715,1,323,282,323282
08344716,1,323,283,323283
08344716,0,323,285,323285
08344717,1,323,286,323286
08344717,0,323,282,323282
08344717,0,323,285,323285
08344718,1,323,299,323299
08344719,1,323,315,323315
08344719,0,323,281,323281
08344719,0,323,270,323270
08344720,1,323,316,323316
08344720,0,323,315,323315
08344721,1,324," 72","324 72"
08344721,0,324," 71.1","324 711"
08344721,0,702,"  4","702  4"
08344722,1,324," 76.11","324 7611"
08344722,0,324,140,324140
08344723,1,324,207.25,32420725
08344723,0,324,207.15,32420715
08344724,1,324,228,324228
08344724,0,324," 76.11","324 7611"
08344724,0,324,522,324522
08344725,1,324,238,324238
08344725,0,324,262,324262
08344725,0,324,220,324220
08344725,0,367,156,367156
08344726,1,324,303,324303
08344726,0,324,309,324309
08344727,1,324,307,324307
08344727,0,324,309,324309
08344728,1,324,309,324309
08344728,0,324,307,324307
08344728,0,600,410,600410
08344728,0,600,421,600421
08344729,1,324,309,324309
08344729,0,324,307,324307
08344730,1,324,318,324318
08344730,0,324,322,324322
08344731,1,324,318,324318
08344731,0,324,309,324309
08344732,1,324,427,324427
08344732,0,320,131,320131
08344732,0,320,135,320135
08344732,0,324,426,324426
08344732,0,324,433,324433
08344732,0,429," 90","429 90"
08344732,0,429," 91","429 91"
08344732,0,429," 92","429 92"
08344733,1,324,532,324532
08344733,0,422," 82.01","422 8201"
08344733,0,422," 82.12","422 8212"
08344733,0,422," 68.1","422 681"
08344733,0,205,777,205777
08344733,0,435,286.1,4352861
08344733,0,435,287.1,4352871
08344733,0,204,403.01,20440301
08344733,0,204,403.04,20440304
08344733,0," 73"," 61.61"," 73 6161"
08344734,1,324,537,324537
08344734,0,324,750.3,3247503
08344734,0,324,754.31,32475431
08344735,1,324,548,324548
08344735,0,361,528,361528
08344735,0,361,540,361540
08344736,1,324,555,324555
08344737,1,324,555,324555
08344737,0,324,556,324556
08344737,0,324,133,324133
08344737,0,324," 72.5","324 725"
08344737,0,340,635,340635
08344738,1,324,658,324658
08344738,0,324,661,324661
08344738,0,324,663,324663
08344738,0,324,662,324662
08344738,0,345,174,345174
08344738,0,345,173,345173
08344738,0,178," 18.06","178 1806"
08344738,0,178," 19.03","178 1903"
08344739,1,324,658,324658
08344739,0,324,686,324686
08344739,0,324,660,324660
08344740,1,324,684,324684
08344740,0,324,685,324685
08344740,0,324,686,324686
08344741,1,324,686,324686
08344741,0,324,658,324658
08344741,0,324,662,324662
08344741,0," 73",660," 73660"
08344741,0,415," 14","415 14"
08344741,0,702,158,702158
08344742,1,324,692,324692
08344742,0,324,691,324691
08344743,1,324,750.05,32475005
08344743,0,324,750.01,32475001
08344743,0,324,750.02,32475002
08344743,0,324,750.03,32475003
08344743,0,324,750.04,32475004
08344743,0,324,750.06,32475006
08344744,1,324,750.27,32475027
08344744,0,324,750.19,32475019
08344744,0,324,750.26,32475026
08344745,1,324,750.3,3247503
08344745,0,324,762.01,32476201
08344745,0,324,762.05,32476205
08344746,1,324,754.07,32475407
08344746,0,324,756.03,32475603
08344746,0,324,756.07,32475607
08344746,0,324,536,324536
08344747,1,324,755.01,32475501
08344747,0,324,755.11,32475511
08344747,0,439," 66","439 66"
08344748,1,324,755.07,32475507
08344748,0,324,755.04,32475504
08344748,0,324,756.03,32475603
08344749,1,324,762.02,32476202
08344749,0,324,762.03,32476203
08344750,1,324,762.09,32476209
08344751,1,326," 30","326 30"
08344752,1,326," 30","326 30"
08344753,1,326," 30","326 30"
08344753,0,326," 27","326 27"
08344754,1,326," 34","326 34"
08344754,0,326," 82","326 82"
08344754,0,326," 86","326 86"
08344754,0,327,108,327108
08344754,0,327,109,327109
08344755,1,326," 38","326 38"
08344755,0,716,117,716117
08344755,0,713,100,713100
08344756,1,326," 41","326 41"
08344756,0,326," 38","326 38"
08344757,1,326," 83","326 83"
08344757,0,326," 82","326 82"
08344757,0,326," 81","326 81"
08344758,1,326,104,326104
08344758,0,326,101,326101
08344759,1,327," 94","327 94"
08344759,0,327," 91","327 91"
08344760,1,327,108,327108
08344761,1,327,108,327108
08344761,0,327,112,327112
08344761,0,327,379,327379
08344761,0,327,391,327391
08344761,0,326," 21","326 21"
08344761,0,326," 30","326 30"
08344761,0,326," 82","326 82"
08344762,1,327,108,327108
08344762,0,327,112,327112
08344763,1,327,108,327108
08344763,0,327,112,327112
08344763,0,327,326,327326
08344763,0,327," 83","327 83"
08344764,1,327,108,327108
08344764,0,327,110,327110
08344764,0,323,272,323272
08344765,1,327,118,327118
08344765,0,327,115,327115
08344765,0,327,117,327117
08344765,0,377," 47","377 47"
08344766,1,327,143,327143
08344766,0,327,142,327142
08344766,0,327,198,327198
08344766,0,327,536,327536
08344766,0,327,537,327537
08344767,1,327,143,327143
08344767,0,327," 75","327 75"
08344767,0,327," 77","327 77"
08344768,1,327,144,327144
08344768,0,327,141,327141
08344768,0,345,213,345213
08344769,1,327,156,327156
08344769,0,327,147,327147
08344770,1,327,156,327156
08344770,0,327,159,327159
08344770,0,375,373,375373
08344770,0,375,376,375376
08344771,1,327,156,327156
08344771,0,375,373,375373
08344771,0,327,159,327159
08344772,1,327,156,327156
08344772,0,327,150,327150
08344772,0,327,159,327159
08344772,0,375,375,375375
08344772,0,375,376,375376
08344773,1,327,156,327156
08344773,0,327,158,327158
08344773,0,327,161,327161
08344774,1,327,159,327159
08344774,0,327,147,327147
08344774,0,327,150,327150
08344774,0,327,156,327156
08344775,1,327,161,327161
08344776,1,327,161,327161
08344776,0,327,153,327153
08344776,0,327,276,327276
08344776,0,365,189.07,36518907
08344776,0,365,294,365294
08344776,0,365,233.1,3652331
08344777,1,327,174,327174
08344777,0,327,176,327176
08344777,0,327,177,327177
08344778,1,327,175,327175
08344778,0,327,544,327544
08344778,0,327,548,327548
08344779,1,327,205,327205
08344779,0,327,206,327206
08344779,0,327,307,327307
08344780,1,327,218,327218
08344780,0,326," 98","326 98"
08344781,1,327,238,327238
08344781,0,327,237,327237
08344781,0,327,231,327231
08344782,1,327,263,327263
08344782,0,327,278,327278
08344782,0,327,291,327291
08344783,1,327,278,327278
08344783,0,327,276,327276
08344783,0,327,277,327277
08344784,1,327,308,327308
08344784,0,333," 81. R","333 81 R"
08344786,1,327,333,327333
08344787,1,327,355,327355
08344787,0,327,359,327359
08344787,0,455,326,455326
08344788,1,327,427,327427
08344788,0,327,430,327430
08344788,0,327,434,327434
08344788,0,327,436,327436
08344789,1,327,534,327534
08344789,0,327,404,327404
08344790,1,327,535,327535
08344791,1,327,536,327536
08344792,1,327,538,327538
08344792,0,327,530,327530
08344793,1,327,540,327540
08344793,0,327,534,327534
08344793,0,327,537,327537
08344793,0,327,538,327538
08344794,1,327,554,327554
08344795,1,327,554,327554
08344795,0,327,552,327552
08344796,1,327,554,327554
08344796,0,327,309,327309
08344797,1,330,"  9","330  9"
08344797,0,381,121,381121
08344798,1,330,"  9","330  9"
08344798,0,327,124,327124
08344799,1,330,124.R,330124R
08344799,0,330,136,330136
08344799,0,330,295,330295
08344800,1,330,149,330149
08344800,0,455,114.3,4551143
08344800,0,455," 69","455 69"
08344800,0,455," 24","455 24"
08344800,0,455," 63.1","455 631"
08344800,0,375,296,375296
08344800,0,375,285,375285
08344800,0,375,148,375148
08344800,0,375,211,375211
08344801,1,330,251,330251
08344801,0,330,"207. A","330207 A"
08344801,0,330,196,330196
08344802,1,330,253,330253
08344802,0,330," 69","330 69"
08344803,1,330,254,330254
08344803,0,330,258,330258
08344804,1,330,258,330258
08344804,0,330,261,330261
08344805,1,330,260,330260
08344805,0,330,282,330282
08344806,1,330,285,330285
08344806,0,330,297,330297
08344807,1,330,286,330286
08344807,0,330,295,330295
08344807,0,330," 54","330 54"
08344808,1,330,292,330292
08344808,0,330,255,330255
08344808,0,330,302,330302
08344809,1,330,302,330302
08344810,1,330,305,330305
08344811,1,331,"  2","331  2"
08344811,0,331," 50","331 50"
08344811,0,331," 46","331 46"
08344811,0,331," 56","331 56"
08344811,0,331," 36. R","331 36 R"
08344811,0,331,167,331167
08344811,0,331,179,331179
08344812,1,331," 16","331 16"
08344812,0,331," 34","331 34"
08344812,0,331," 17","331 17"
08344813,1,331," 16","331 16"
08344813,0,331," 17","331 17"
08344813,0,327,157,327157
08344813,0,375,376,375376
08344814,1,331," 36.C","331 36C"
08344814,0,331,158,331158
08344814,0,331," 44","331 44"
08344814,0,368,200,368200
08344814,0,368,202,368202
08344815,1,331,154,331154
08344815,0,310,"313. B","310313 B"
08344815,0,333,196,333196
08344816,1,331,158,331158
08344816,0,331,"116. R","331116 R"
08344816,0,331,"116. FE","331116 FE"
08344817,1,331,176,331176
08344817,0,331,175,331175
08344817,0,331,"177. R","331177 R"
08344818,1,332,170,332170
08344818,0,375,277,375277
08344818,0,375,301,375301
08344818,0,375,321,375321
08344818,0,455," 47","455 47"
08344818,0,455,109,455109
08344818,0,455,203,455203
08344818,0,455,323,455323
08344818,0,455,326,455326
08344818,0,455,333,455333
08344819,1,333,"  1","333  1"
08344819,0,333,"  4","333  4"
08344819,0,333,238,333238
08344819,0,333," 33","333 33"
08344820,1,333,"  1.1","333  11"
08344820,0,333," 24.2","333 242"
08344821,1,333,"  4","333  4"
08344821,0,333,"  5","333  5"
08344822,1,333," 32","333 32"
08344822,0,333,101,333101
08344823,1,333,101,333101
08344823,0,333,117,333117
08344824,1,333,124,333124
08344824,0,333,126,333126
08344824,0,333,129,333129
08344824,0,333,132,333132
08344825,1,333,133,333133
08344825,0,333,189,333189
08344825,0,333,193,333193
08344825,0,333,195,333195
08344826,1,333,134,333134
08344826,0,333,135,333135
08344826,0,333,212,333212
08344827,1,333,156,333156
08344827,0,333,161,333161
08344828,1,333,238,333238
08344828,0,333,246,333246
08344829,1,333,240,333240
08344829,0,333," 24. R","333 24 R"
08344830,1,335,"  6","335  6"
08344830,0,156,188,156188
08344830,0,156,275.5,1562755
08344831,1,335," 78","335 78"
08344831,0,335,281,335281
08344832,1,335,126,335126
08344832,0,335,131,335131
08344833,1,335,202,335202
08344833,0,336,192,336192
08344834,1,335,207,335207
08344834,0,335,205,335205
08344834,0,335,206,335206
08344834,0,345,172,345172
08344834,0,345,161,345161
08344835,1,335,216,335216
08344835,0,505,211,505211
08344835,0,505,430,505430
08344835,0,505,433,505433
08344835,0,505,705,505705
08344835,0,505,879,505879
08344835,0," 29",599," 29599"
08344836,1,335,219,335219
08344836,0,335,285,335285
08344836,0,335,302,335302
08344836,0,335,303,335303
08344836,0,335,304,335304
08344836,0,335,306,335306
08344836,0,335,205,335205
08344836,0,361,807,361807
08344836,0,361,679.01,36167901
08344836,0,361,600,361600
08344836,0," 24",303," 24303"
08344836,0,206," 45.2","206 452"
08344836,0,206," 45.23","206 4523"
08344836,0,206," 45.24","206 4524"
08344836,0,206,320,206320
08344836,0,206,764,206764
08344836,0,345,111,345111
08344837,1,335,282,335282
08344837,0,336,192,336192
08344837,0,335,281,335281
08344838,1,336," 65","336 65"
08344838,0,336,182,336182
08344838,0,336,192,336192
08344838,0,336,198,336198
08344838,0,336,200,336200
08344839,1,336," 90","336 90"
08344839,0,336," 82","336 82"
08344839,0,336," 83","336 83"
08344839,0,336,180,336180
08344839,0,336,196,336196
08344839,0,336,198,336198
08344839,0,336,220,336220
08344840,1,336,170,336170
08344841,1,336,173,336173
08344841,0,336,200,336200
08344842,1,336,192,336192
08344843,1,336,221,336221
08344843,0,336,222,336222
08344843,0,336,224,336224
08344843,0,336,225,336225
08344843,0,336,232,336232
08344844,1,337,206,337206
08344844,0,337,"  8","337  8"
08344844,0,337," 59","337 59"
08344844,0,337," 61","337 61"
08344844,0,337," 62","337 62"
08344844,0,337," 70","337 70"
08344844,0,337," 72","337 72"
08344844,0,337," 79","337 79"
08344844,0,337,143,337143
08344844,0,361,837,361837
08344845,1,338," 22.SD","338 22SD"
08344845,0,338," 25","338 25"
08344845,0,338," 22. R","338 22 R"
08344845,0,438,458,438458
08344845,0,257,513,257513
08344846,1,338,332,338332
08344846,0,338,329,338329
08344846,0,338,322,338322
08344847,1,340,"  3.2","340  32"
08344847,0,340,"  1.1","340  11"
08344847,0,340,"  3.1","340  31"
08344847,0,340,506,340506
08344847,0,340,539.1,3405391
08344847,0,340,539.12,34053912
08344847,0,600,118,600118
08344847,0,600,126,600126
08344847,0,600,300,600300
08344847,0,601,150,601150
08344847,0,601," 95.05","601 9505"
08344847,0,601,890.1,6018901
08344847,0,606," 26","606 26"
08344847,0,606," 38","606 38"
08344847,0,606," 42","606 42"
08344847,0,607,"  3","607  3"
08344847,0,607,"  7","607  7"
08344847,0,607," 17","607 17"
08344847,0,607," 59","607 59"
08344848,1,340,"  4.36","340  436"
08344848,0,340,"  4.31","340  431"
08344848,0,340,"  4.34","340  434"
08344848,0,340," 12.22","340 1222"
08344848,0,340," 12.24","340 1224"
08344848,0,318,568.11,31856811
08344848,0,318,568.17,31856817
08344848,0,318,568.24,31856824
08344848,0,700,169,700169
08344848,0,700,180,700180
08344848,0,700,245,700245
08344848,0,700,257,700257
08344848,0,700,264,700264
08344849,1,340,"  5.2","340  52"
08344849,0,340,"  5.83","340  583"
08344849,0,340,426.11,34042611
08344849,0,340,"  5.53","340  553"
08344850,1,340,"  5.72","340  572"
08344850,0,340,426.36,34042636
08344850,0,340,"  5.61","340  561"
08344850,0,340,"  5.7","340  57"
08344850,0,307," 10.2","307 102"
08344850,0,380,203,380203
08344850,0,701,"  2","701  2"
08344851,1,340,"  5.85","340  585"
08344851,0,379,142.05,37914205
08344851,0,455,411,455411
08344852,1,340,"  7.2","340  72"
08344852,0,340,"  7.1","340  71"
08344852,0,340,506,340506
08344852,0,340,531,340531
08344852,0,455,426.1,4554261
08344853,1,340," 10.1","340 101"
08344853,0,340," 10.3","340 103"
08344853,0,340," 10.4","340 104"
08344854,1,340," 10.1","340 101"
08344854,0,340,572.1,3405721
08344854,0,340,572.4,3405724
08344854,0,340,539.13,34053913
08344854,0,283," 31","283 31"
08344854,0,358,448,358448
08344854,0,358,"  3.28","358  328"
08344854,0,358,"  1.15","358  115"
08344855,1,340," 10.1","340 101"
08344855,0,340," 10.2","340 102"
08344855,0,340," 10.3","340 103"
08344855,0,455," 67.13","455 6713"
08344855,0,455,295,455295
08344855,0,370,320,370320
08344855,0,370,465,370465
08344856,1,340," 10.1","340 101"
08344856,0,340,686.1,3406861
08344856,0,340,686.6,3406866
08344856,0,340,"  8.1","340  81"
08344856,0,246,"  1. C","246  1 C"
08344856,0,246,"  1. R","246  1 R"
08344856,0,700,213,700213
08344856,0,700,219,700219
08344856,0,700,225,700225
08344857,1,340," 10.1","340 101"
08344857,0,340," 10.2","340 102"
08344857,0,340," 10.3","340 103"
08344857,0,340," 10.31","340 1031"
08344857,0,340," 10.32","340 1032"
08344857,0,340," 10.34","340 1034"
08344857,0,340," 10.4","340 104"
08344857,0,340," 10.41","340 1041"
08344857,0,340," 10.42","340 1042"
08344857,0,340," 10.5","340 105"
08344857,0,340," 10.51","340 1051"
08344857,0,340," 10.52","340 1052"
08344857,0,340," 10.6","340 106"
08344857,0,235,375,235375
08344857,0,235,376,235376
08344857,0,235,377,235377
08344857,0,235,378,235378
08344857,0,235,379,235379
08344857,0,235,380,235380
08344857,0,235,381,235381
08344857,0,235,382,235382
08344857,0,235,382.5,2353825
08344857,0,235,383,235383
08344857,0,235,384,235384
08344857,0,235,385,235385
08344857,0,327,156,327156
08344857,0,327,157,327157
08344857,0,327,536,327536
08344858,1,340," 10.3","340 103"
08344858,0,340," 10.1","340 101"
08344858,0,340,572.1,3405721
08344858,0,340,539.22,34053922
08344858,0,235,451,235451
08344858,0,455,562.1,4555621
08344858,0,455,272,455272
08344858,0,343,702,343702
08344859,1,340," 12.28","340 1228"
08344859,0,340," 12.22","340 1222"
08344859,0,340," 12.23","340 1223"
08344859,0,340,"  5.71","340  571"
08344859,0,340,"  5.72","340  572"
08344859,0,340," 10.5","340 105"
08344859,0,341,176,341176
08344859,0,348,734,348734
08344860,1,340,286.07,34028607
08344860,0,340,573.1,3405731
08344860,0,340,506,340506
08344860,0,340,517,340517
08344860,0,340,521,340521
08344860,0,340,524,340524
08344860,0,340,525,340525
08344860,0,340,539.1,3405391
08344860,0,340,539.11,34053911
08344860,0,340,539.12,34053912
08344861,1,340,407.1,3404071
08344861,0,340,407.2,3404072
08344861,0,345,156,345156
08344861,0,345,161,345161
08344861,0,345,179,345179
08344861,0,345,184,345184
08344861,0,463," 30","463 30"
08344861,0,434,112,434112
08344861,0,434,113,434113
08344861,0,434,114,434114
08344861,0,434,115,434115
08344861,0,434,117,434117
08344862,1,340,407.1,3404071
08344862,0,340,539.1,3405391
08344862,0,340,573.1,3405731
08344862,0,455," 66.1","455 661"
08344863,1,340,407.2,3404072
08344863,0,340,407.1,3404071
08344863,0,340,"  3.1","340  31"
08344863,0,340,506,340506
08344863,0,340,665,340665
08344863,0,340,666,340666
08344864,1,340,435,340435
08344865,1,340,438,340438
08344865,0,340,636.1,3406361
08344865,0,340,636.13,34063613
08344865,0,340,636.19,34063619
08344866,1,340,439,340439
08344866,0,701," 45","701 45"
08344866,0,340,576,340576
08344867,1,340,440,340440
08344867,0,340,438,340438
08344868,1,340,442,340442
08344868,0,340,451,340451
08344868,0,340,425.5,3404255
08344868,0," 73",146.2," 731462"
08344868,0," 73",146.5," 731465"
08344868,0,310,311,310311
08344868,0,152,415,152415
08344868,0,152,429,152429
08344869,1,340,442,340442
08344869,0,340,443,340443
08344869,0,340,445,340445
08344869,0,340,447,340447
08344869,0,340,438,340438
08344870,1,340,461,340461
08344870,0,340,539.11,34053911
08344870,0,345,173,345173
08344870,0,701," 29.1","701 291"
08344871,1,340,469,340469
08344871,0,340,468,340468
08344871,0,340,472,340472
08344871,0,340,815.45,34081545
08344872,1,340,501,340501
08344872,0,340,524,340524
08344872,0,340,541,340541
08344872,0,340,545.6,3405456
08344872,0,340,550,340550
08344872,0,340,679,340679
08344872,0,705,401,705401
08344872,0,705,405,705405
08344872,0,705,408,705408
08344872,0,705,410,705410
08344873,1,340,506,340506
08344873,0,600,300,600300
08344874,1,340,538,340538
08344875,1,340,539.11,34053911
08344875,0,340,636.1,3406361
08344875,0,340,636.2,3406362
08344875,0," 15",319," 15319"
08344875,0," 15",320," 15320"
08344876,1,340,539.13,34053913
08344876,0,600,595,600595
08344877,1,340,539.13,34053913
08344877,0,340,572.1,3405721
08344877,0,340,539.23,34053923
08344877,0,246,"122. R","246122 R"
08344877,0,246,124,246124
08344877,0,246,477,246477
08344878,1,340,539.13,34053913
08344878,0,340,539.26,34053926
08344878,0,340,"  5.6","340  56"
08344878,0,340," 10.41","340 1041"
08344878,0,340," 13.26","340 1326"
08344878,0,340,902,340902
08344878,0,340,903,340903
08344878,0,340,933,340933
08344878,0,340,944,340944
08344878,0,340,447,340447
08344878,0,340,572.1,3405721
08344878,0,340,572.4,3405724
08344879,1,340,539.13,34053913
08344879,0,455,456.1,4554561
08344880,1,340,539.3,3405393
08344880,0,340,539.1,3405391
08344880,0,340,539.31,34053931
08344880,0,340,539.32,34053932
08344880,0,713,320,713320
08344880,0,713,321,713321
08344880,0,713,322,713322
08344880,0,713,323,713323
08344880,0,713,324,713324
08344880,0,455,572,455572
08344880,0,455,574,455574
08344880,0,700," 12","700 12"
08344880,0,700," 16","700 16"
08344881,1,340,540,340540
08344881,0,340,541,340541
08344882,1,340,540,340540
08344882,0,340,309.16,34030916
08344882,0,340,309.2,3403092
08344882,0,340,309.3,3403093
08344882,0,340,309.4,3403094
08344882,0,340,309.5,3403095
08344882,0,368,109,368109
08344883,1,340,540,340540
08344883,0,345,168,345168
08344883,0,345,173,345173
08344884,1,340,541,340541
08344884,0,340,568.1,3405681
08344884,0,340,568.2,3405682
08344884,0,340,571,340571
08344884,0,340,572.1,3405721
08344884,0,235,375,235375
08344884,0,235,435,235435
08344885,1,340,550,340550
08344885,0,340,552,340552
08344885,0,340,555,340555
08344885,0,340,556,340556
08344885,0,340,557,340557
08344885,0,340,"  5.61","340  561"
08344885,0,340,568.2,3405682
08344885,0,340," 10.1","340 101"
08344885,0,713,153,713153
08344885,0,713,168,713168
08344885,0,713,170,713170
08344885,0,713,182,713182
08344885,0,713,186,713186
08344885,0,726," 23","726 23"
08344885,0,726," 27","726 27"
08344885,0,726," 28","726 28"
08344885,0,726," 29","726 29"
08344886,1,340,572.1,3405721
08344886,0,340,505,340505
08344887,1,340,572.1,3405721
08344887,0,340,568.1,3405681
08344887,0,340,539.1,3405391
08344888,1,340,572.7,3405727
08344888,0,340," 10.1","340 101"
08344888,0,340," 12.51","340 1251"
08344888,0,340," 13.26","340 1326"
08344889,1,340,572.7,3405727
08344889,0,340,572.1,3405721
08344889,0,340," 10.1","340 101"
08344889,0,343,"700. R","343700 R"
08344889,0,343,841,343841
08344889,0,343,702,343702
08344889,0,235,451,235451
08344890,1,340,572.8,3405728
08344890,0,340,572.7,3405727
08344890,0,340,693.5,3406935
08344891,1,340,572.9,3405729
08344891,0,340,568.1,3405681
08344891,0,340,568.4,3405684
08344891,0,340,572.1,3405721
08344891,0,340,572.8,3405728
08344891,0," 29","  3"," 29  3"
08344891,0," 29","  7"," 29  7"
08344892,1,340,573.1,3405731
08344892,0,340,572.1,3405721
08344892,0,340,572.4,3405724
08344892,0,340,539.1,3405391
08344892,0,235,487,235487
08344892,0,235,492,235492
08344892,0,705,"  9","705  9"
08344893,1,340,573.1,3405731
08344893,0,340,540,340540
08344894,1,340,576,340576
08344894,0,340,573.1,3405731
08344894,0,340,435,340435
08344894,0,345,"  7","345  7"
08344895,1,340,600,340600
08344896,1,340,606,340606
08344896,0,702," 12","702 12"
08344896,0,702," 45","702 45"
08344896,0,702," 50","702 50"
08344896,0,702," 55","702 55"
08344896,0,700,282,700282
08344896,0,700,285,700285
08344896,0," 62",238.7," 622387"
08344896,0," 73",152.18," 7315218"
08344897,1,340,612,340612
08344897,0,701," 50","701 50"
08344898,1,340,618,340618
08344899,1,340,636.1,3406361
08344899,0,340,384.1,3403841
08344899,0,340,384.71,34038471
08344899,0,340,691.3,3406913
08344900,1,340,653,340653
08344900,0,340,568.4,3405684
08344900,0,340,686.1,3406861
08344900,0,340,687,340687
08344900,0,439,620.01,43962001
08344901,1,340,669,340669
08344901,0,340,540,340540
08344901,0,455,550.1,4555501
08344902,1,340,692,340692
08344902,0,340,384.73,34038473
08344902,0,340,693.5,3406935
08344903,1,340,815.78,34081578
08344903,0,439," 57","439 57"
08344903,0,340,461,340461
08344903,0,116,288,116288
08344904,1,340,853.2,3408532
08344904,0,340,855.9,3408559
08344904,0,166,313,166313
08344904,0,166," 66.7","166 667"
08344905,1,340,855.1,3408551
08344905,0,340,854.4,3408544
08344905,0,166," 65.1","166 651"
08344905,0,166,242.1,1662421
08344906,1,340,905,340905
08344906,0,701,117,701117
08344907,1,340,905,340905
08344907,0,340,937,340937
08344907,0,340,995.1,3409951
08344908,1,340,906,340906
08344908,0,701,301,701301
08344909,1,340,910,340910
08344909,0,340,937,340937
08344909,0,348,149,348149
08344910,1,340,945,340945
08344910,0,701,"  3","701  3"
08344910,0,342,450,342450
08344911,1,340,973,340973
08344911,0,340,974,340974
08344911,0,340,975,340975
08344911,0,701," 14","701 14"
08344912,1,340,973,340973
08344912,0,340,945,340945
08344912,0,340,971,340971
08344913,1,340,989,340989
08344914,1,341," 20","341 20"
08344914,0,345,161,345161
08344914,0," 74","471. XY"," 74471 XY"
08344915,1,341," 22","341 22"
08344915,0,341," 29","341 29"
08344915,0,345,164,345164
08344915,0,345,168,345168
08344915,0,345,169,345169
08344916,1,341," 87","341 87"
08344916,0,707,101,707101
08344917,1,341,107,341107
08344917,0,341," 51","341 51"
08344918,1,341,115,341115
08344918,0,341,118,341118
08344919,1,341,118,341118
08344919,0,382,209,382209
08344919,0,382,235,382235
08344919,0,382,283,382283
08344919,0,382,232,382232
08344919,0,341,156,341156
08344919,0,702," 85","702 85"
08344919,0,702,104,702104
08344919,0,375,354,375354
08344919,0,375,296,375296
08344919,0,330,254,330254
08344920,1,341,120,341120
08344920,0,375,376,375376
08344920,0,375,354,375354
08344920,0,375,345,375345
08344920,0,375,316,375316
08344920,0,330,104,330104
08344921,1,341,143,341143
08344921,0,341,144,341144
08344921,0,375,340,375340
08344921,0,375,296,375296
08344922,1,341,144,341144
08344922,0,341,150,341150
08344923,1,341,144,341144
08344923,0,341,136,341136
08344923,0,341,150,341150
08344924,1,341,155,341155
08344924,0,341,158,341158
08344925,1,341,155,341155
08344925,0,341,118,341118
08344925,0,341,120,341120
08344925,0,341,164,341164
08344925,0,341,165,341165
08344925,0,341,166,341166
08344926,1,341,161,341161
08344926,0,341,118,341118
08344927,1,341,161,341161
08344927,0,327,307,327307
08344927,0,327,551,327551
08344927,0,327,534,327534
08344927,0,341,155,341155
08344927,0,341,160,341160
08344927,0,341,165,341165
08344927,0,341,159,341159
08344927,0,341,163,341163
08344928,1,341,172,341172
08344928,0,341,143,341143
08344928,0,341,155,341155
08344929,1,341,172,341172
08344929,0,341,155,341155
08344930,1,341,172,341172
08344930,0,341,155,341155
08344931,1,341,172,341172
08344931,0,341,155,341155
08344931,0,341,163,341163
08344932,1,342,"  1","342  1"
08344932,0,342,"  4","342  4"
08344933,1,342," 25.R","342 25R"
08344933,0,375,244,375244
08344934,1,342," 25.A","342 25A"
08344934,0,342," 25. F","342 25 F"
08344934,0,342,179,342179
08344935,1,342," 30","342 30"
08344935,0,342," 52","342 52"
08344936,1,342," 36","342 36"
08344936,0,342," 30","342 30"
08344936,0,342," 56","342 56"
08344936,0,342," 60","342 60"
08344937,1,342," 36","342 36"
08344937,0,342," 59","342 59"
08344937,0,342," 26. R","342 26 R"
08344937,0,342,159,342159
08344937,0,342," 90","342 90"
08344937,0,342," 95","342 95"
08344938,1,342," 59","342 59"
08344938,0,342," 41","342 41"
08344938,0,342," 74","342 74"
08344938,0,342,159,342159
08344939,1,342," 70","342 70"
08344939,0,342,153,342153
08344939,0,342,154,342154
08344939,0,343,753,343753
08344939,0,343,754,343754
08344939,0,343,909,343909
08344940,1,342," 75","342 75"
08344940,0,342," 70","342 70"
08344940,0,342," 73","342 73"
08344940,0,342," 74","342 74"
08344940,0,342,173,342173
08344940,0,342,174,342174
08344941,1,342,106,342106
08344941,0,342,104,342104
08344941,0,342,114,342114
08344942,1,342,137,342137
08344942,0,342," 25. F","342 25 F"
08344942,0,356,"  5.01","356  501"
08344942,0,367," 99","367 99"
08344943,1,342,147,342147
08344943,0,342,175,342175
08344943,0,342,370,342370
08344944,1,342,159,342159
08344944,0,342," 89","342 89"
08344944,0,342,104,342104
08344944,0,342,115,342115
08344944,0,342,194,342194
08344945,1,342,354,342354
08344945,0,342,372,342372
08344945,0,342,373,342373
08344946,1,342,357.58,34235758
08344947,1,342,357.61,34235761
08344947,0,342,464,342464
08344948,1,342,451,342451
08344949,1,342,457,342457
08344949,0,342,464,342464
08344950,1,343,700.MS,343700MS
08344950,0,343,742,343742
08344950,0,343,867,343867
08344951,1,343,700.MS,343700MS
08344951,0,343,795,343795
08344951,0,340,572.7,3405727
08344951,0,340,572.8,3405728
08344952,1,343,702,343702
08344952,0,343,"700. MS","343700 MS"
08344953,1,343,702,343702
08344953,0,343,"700. MS","343700 MS"
08344954,1,343,702,343702
08344954,0,343,846,343846
08344955,1,343,702,343702
08344956,1,343,702,343702
08344956,0,343,820,343820
08344956,0,343,844,343844
08344956,0,342,159,342159
08344956,0,455,575.1,4555751
08344956,0,455,575.5,4555755
08344957,1,343,702,343702
08344957,0,343,850,343850
